MaLich,MaCB,SoHieuMB,ThoiGianDi,ThoiGianDen,TrangThai
LB000906,CB000047,MB0076,2025-05-27 03:15:00,2025-05-27 17:02:00,Huy
LB000907,CB000481,MB0096,2025-12-13 17:15:00,2025-12-14 00:27:00,Tre
LB000908,CB000166,MB0050,2024-01-26 05:45:00,2024-01-26 16:19:00,Dung gio
LB000909,CB000452,MB0052,2024-04-02 08:30:00,2024-04-02 20:48:00,Dung gio
LB000910,CB000368,MB0076,2024-05-06 02:00:00,2024-05-06 14:33:00,Tre
LB000911,CB000325,MB0043,2024-03-28 16:45:00,2024-03-29 05:39:00,Huy
LB000912,CB000314,MB0021,2025-01-22 17:45:00,2025-01-22 18:59:00,Dung gio
LB000913,CB000468,MB0037,2025-08-02 21:15:00,2025-08-03 00:31:00,Dung gio
LB000914,CB000092,MB0081,2025-12-30 01:45:00,2025-12-30 07:30:00,Dung gio
LB000915,CB000374,MB0081,2025-04-01 09:15:00,2025-04-01 11:45:00,Dung gio
LB000916,CB000492,MB0023,2024-01-04 19:30:00,2024-01-04 20:12:00,Tre
LB000917,CB000255,MB0091,2025-05-25 17:00:00,2025-05-26 03:52:00,Tre
LB000918,CB000122,MB0024,2025-08-25 21:45:00,2025-08-26 05:59:00,Tre
LB000919,CB000227,MB0013,2025-09-07 19:00:00,2025-09-07 23:40:00,Huy
LB000920,CB000143,MB0064,2025-10-05 17:15:00,2025-10-05 18:35:00,Dung gio
LB000921,CB000076,MB0010,2025-10-30 11:00:00,2025-10-30 13:58:00,Dung gio
LB000922,CB000342,MB0061,2025-09-09 09:30:00,2025-09-09 11:29:00,Dung gio
LB000923,CB000056,MB0047,2024-07-01 05:30:00,2024-07-01 16:25:00,Huy
LB000924,CB000294,MB0084,2025-07-29 05:45:00,2025-07-29 19:02:00,Huy
LB000925,CB000185,MB0005,2024-04-05 09:30:00,2024-04-05 16:17:00,Tre
LB000926,CB000420,MB0012,2025-03-13 17:00:00,2025-03-13 22:29:00,Tre
LB000927,CB000069,MB0016,2025-12-12 08:30:00,2025-12-12 17:59:00,Tre
LB000928,CB000269,MB0024,2025-12-13 06:00:00,2025-12-13 08:21:00,Huy
LB000929,CB000374,MB0065,2025-06-25 02:45:00,2025-06-25 15:36:00,Huy
LB000930,CB000479,MB0084,2025-12-24 09:45:00,2025-12-24 20:38:00,Dung gio
LB000931,CB000133,MB0057,2025-08-11 19:30:00,2025-08-11 22:12:00,Huy
LB000932,CB000289,MB0054,2025-06-16 23:45:00,2025-06-17 08:39:00,Dung gio
LB000933,CB000453,MB0064,2024-08-26 22:30:00,2024-08-27 02:18:00,Dung gio
LB000934,CB000061,MB0002,2025-04-21 20:00:00,2025-04-22 09:05:00,Dung gio
LB000935,CB000410,MB0064,2025-02-28 13:00:00,2025-02-28 19:11:00,Dung gio
LB000936,CB000287,MB0087,2025-10-14 06:00:00,2025-10-14 17:25:00,Dung gio
LB000937,CB000354,MB0031,2024-09-17 02:30:00,2024-09-17 08:07:00,Huy
LB000938,CB000282,MB0033,2024-01-07 03:30:00,2024-01-07 09:49:00,Tre
LB000939,CB000371,MB0061,2025-09-22 00:15:00,2025-09-22 04:03:00,Dung gio
LB000940,CB000427,MB0037,2025-11-19 15:45:00,2025-11-20 05:51:00,Dung gio
LB000941,CB000331,MB0017,2025-05-08 04:45:00,2025-05-08 20:28:00,Huy
LB000942,CB000459,MB0037,2025-04-18 13:00:00,2025-04-19 03:45:00,Huy
LB000943,CB000154,MB0061,2025-11-25 10:00:00,2025-11-25 14:03:00,Huy
LB000944,CB000351,MB0037,2024-12-28 02:15:00,2024-12-28 07:32:00,Dung gio
LB000945,CB000174,MB0044,2025-10-03 17:15:00,2025-10-04 03:29:00,Huy
LB000946,CB000200,MB0022,2025-09-01 03:30:00,2025-09-01 16:02:00,Dung gio
LB000947,CB000364,MB0005,2024-10-05 13:00:00,2024-10-05 21:58:00,Dung gio
LB000948,CB000191,MB0050,2024-11-05 06:30:00,2024-11-05 09:59:00,Dung gio
LB000949,CB000192,MB0084,2024-02-08 06:00:00,2024-02-08 14:04:00,Huy
LB000950,CB000013,MB0087,2025-05-09 16:15:00,2025-05-09 19:59:00,Dung gio
LB000951,CB000473,MB0053,2025-06-20 09:30:00,2025-06-20 12:26:00,Dung gio
LB000952,CB000421,MB0057,2025-11-23 04:15:00,2025-11-23 17:06:00,Dung gio
LB000953,CB000236,MB0044,2025-12-31 16:00:00,2025-12-31 16:34:00,Dung gio
LB000954,CB000478,MB0005,2025-12-04 19:00:00,2025-12-05 01:11:00,Tre
LB000955,CB000456,MB0005,2024-04-15 16:30:00,2024-04-15 17:23:00,Huy
LB000956,CB000389,MB0032,2025-10-16 06:30:00,2025-10-16 10:25:00,Dung gio
LB000957,CB000147,MB0028,2025-06-29 10:45:00,2025-06-29 22:42:00,Dung gio
LB000958,CB000140,MB0020,2024-06-10 08:00:00,2024-06-10 08:45:00,Huy
LB000959,CB000287,MB0056,2024-04-14 06:30:00,2024-04-14 16:22:00,Dung gio
LB000960,CB000139,MB0020,2025-12-22 09:15:00,2025-12-22 12:40:00,Dung gio
LB000961,CB000160,MB0064,2024-12-12 17:45:00,2024-12-12 19:06:00,Dung gio
LB000962,CB000015,MB0053,2025-11-22 01:00:00,2025-11-22 08:02:00,Dung gio
LB000963,CB000045,MB0048,2025-02-05 05:45:00,2025-02-05 16:46:00,Dung gio
LB000964,CB000160,MB0037,2024-07-21 22:00:00,2024-07-22 11:23:00,Tre
LB000965,CB000291,MB0017,2024-04-05 22:45:00,2024-04-06 00:54:00,Tre
LB000966,CB000159,MB0071,2025-10-21 22:45:00,2025-10-22 07:16:00,Dung gio
LB000967,CB000486,MB0025,2024-05-27 19:30:00,2024-05-28 02:12:00,Tre
LB000968,CB000094,MB0073,2025-11-12 10:30:00,2025-11-12 18:44:00,Tre
LB000969,CB000016,MB0012,2025-05-01 03:30:00,2025-05-01 12:10:00,Tre
LB000970,CB000434,MB0021,2024-10-16 11:15:00,2024-10-16 20:25:00,Dung gio
LB000971,CB000208,MB0089,2024-04-19 10:00:00,2024-04-20 00:01:00,Dung gio
LB000972,CB000273,MB0052,2025-02-14 18:45:00,2025-02-14 23:19:00,Huy
LB000973,CB000125,MB0060,2024-06-11 15:45:00,2024-06-11 17:22:00,Dung gio
LB000974,CB000107,MB0089,2025-12-11 18:45:00,2025-12-12 08:38:00,Tre
LB000975,CB000291,MB0084,2024-12-16 17:15:00,2024-12-16 20:42:00,Dung gio
LB000976,CB000379,MB0074,2025-08-10 15:00:00,2025-08-11 01:36:00,Huy
LB000977,CB000238,MB0033,2025-07-22 03:45:00,2025-07-22 07:15:00,Dung gio
LB000978,CB000490,MB0045,2024-03-12 19:00:00,2024-03-13 07:11:00,Huy
LB000979,CB000395,MB0089,2025-01-23 10:45:00,2025-01-23 22:15:00,Dung gio
LB000980,CB000047,MB0024,2024-05-22 18:00:00,2024-05-23 07:25:00,Dung gio
LB000981,CB000339,MB0020,2025-04-08 17:30:00,2025-04-09 00:39:00,Huy
LB000982,CB000296,MB0050,2024-07-19 06:30:00,2024-07-19 12:06:00,Huy
LB000983,CB000407,MB0100,2025-11-26 09:45:00,2025-11-26 22:30:00,Dung gio
LB000984,CB000046,MB0062,2024-01-09 19:45:00,2024-01-10 10:42:00,Dung gio
LB000985,CB000437,MB0031,2024-03-04 11:00:00,2024-03-04 11:30:00,Huy
LB000986,CB000421,MB0041,2024-04-22 09:00:00,2024-04-22 13:30:00,Tre
LB000987,CB000360,MB0062,2025-02-07 20:30:00,2025-02-08 09:08:00,Tre
LB000988,CB000208,MB0044,2025-03-21 17:15:00,2025-03-22 05:03:00,Dung gio
LB000989,CB000244,MB0017,2024-07-11 17:45:00,2024-07-12 08:38:00,Dung gio
LB000990,CB000431,MB0047,2024-06-06 09:15:00,2024-06-06 12:02:00,Dung gio
LB000991,CB000037,MB0067,2024-01-17 04:45:00,2024-01-17 16:28:00,Tre
LB000992,CB000500,MB0017,2024-03-27 04:45:00,2024-03-27 19:55:00,Tre
LB000993,CB000458,MB0084,2025-12-13 19:45:00,2025-12-14 06:53:00,Dung gio
LB000994,CB000233,MB0056,2025-03-10 17:45:00,2025-03-11 00:48:00,Dung gio
LB000995,CB000116,MB0022,2025-03-10 19:00:00,2025-03-11 05:21:00,Tre
LB000996,CB000434,MB0076,2024-08-30 22:30:00,2024-08-31 06:00:00,Huy
LB000997,CB000296,MB0043,2024-02-04 01:45:00,2024-02-04 14:16:00,Dung gio
LB000998,CB000058,MB0062,2025-05-08 22:00:00,2025-05-09 00:55:00,Huy
LB000999,CB000440,MB0078,2024-10-13 14:00:00,2024-10-13 23:25:00,Huy
LB001000,CB000046,MB0026,2025-04-28 20:00:00,2025-04-29 08:10:00,Huy
LB001001,CB000409,MB0062,2024-11-15 19:00:00,2024-11-16 10:55:00,Dung gio
LB001002,CB000274,MB0081,2024-01-12 15:45:00,2024-01-13 00:59:00,Tre
LB001003,CB000294,MB0076,2024-12-05 13:30:00,2024-12-06 03:37:00,Dung gio
LB001004,CB000149,MB0021,2024-02-06 22:30:00,2024-02-07 11:24:00,Huy
LB001005,CB000134,MB0010,2025-10-06 15:15:00,2025-10-07 01:31:00,Dung gio
LB001006,CB000337,MB0031,2025-10-01 00:30:00,2025-10-01 09:16:00,Dung gio
LB001007,CB000065,MB0056,2024-03-19 08:30:00,2024-03-19 11:15:00,Huy
LB001008,CB000144,MB0028,2024-09-20 00:00:00,2024-09-20 10:48:00,Dung gio
LB001009,CB000466,MB0062,2024-06-03 21:45:00,2024-06-04 04:33:00,Dung gio
LB001010,CB000134,MB0084,2025-12-18 07:45:00,2025-12-18 11:20:00,Huy
LB001011,CB000442,MB0005,2024-12-17 02:15:00,2024-12-17 12:54:00,Dung gio
LB001012,CB000429,MB0054,2025-02-26 12:15:00,2025-02-27 00:01:00,Tre
LB001013,CB000372,MB0065,2024-06-20 06:30:00,2024-06-20 07:55:00,Dung gio
LB001014,CB000387,MB0089,2024-04-28 01:15:00,2024-04-28 09:40:00,Tre
LB001015,CB000244,MB0032,2025-05-02 23:15:00,2025-05-03 06:13:00,Tre
LB001016,CB000243,MB0027,2024-05-28 16:45:00,2024-05-28 17:27:00,Dung gio
LB001017,CB000475,MB0087,2025-04-04 12:30:00,2025-04-04 22:02:00,Dung gio
LB001018,CB000050,MB0100,2025-06-28 20:30:00,2025-06-29 11:24:00,Tre
LB001019,CB000313,MB0100,2025-10-29 08:30:00,2025-10-29 13:36:00,Dung gio
LB001020,CB000411,MB0015,2024-09-18 20:45:00,2024-09-19 05:07:00,Dung gio
LB001021,CB000376,MB0071,2025-08-25 06:30:00,2025-08-25 18:33:00,Dung gio
LB001022,CB000161,MB0060,2024-01-11 21:00:00,2024-01-12 11:41:00,Dung gio
LB001023,CB000007,MB0047,2024-04-10 16:00:00,2024-04-11 04:11:00,Tre
LB001024,CB000180,MB0025,2024-10-17 08:15:00,2024-10-17 09:19:00,Dung gio
LB001025,CB000318,MB0013,2024-02-28 19:15:00,2024-02-29 05:58:00,Dung gio
LB001026,CB000363,MB0016,2024-03-29 19:15:00,2024-03-30 02:09:00,Huy
LB001027,CB000412,MB0022,2024-04-23 22:15:00,2024-04-24 03:04:00,Dung gio
LB001028,CB000240,MB0070,2024-03-18 20:45:00,2024-03-19 01:58:00,Tre
LB001029,CB000355,MB0096,2025-11-14 10:30:00,2025-11-14 13:45:00,Dung gio
LB001030,CB000142,MB0081,2024-03-04 12:45:00,2024-03-04 18:55:00,Dung gio
LB001031,CB000133,MB0089,2024-09-28 05:45:00,2024-09-28 07:26:00,Tre
LB001032,CB000476,MB0023,2025-09-16 12:15:00,2025-09-16 23:45:00,Tre
LB001033,CB000056,MB0020,2025-07-07 13:15:00,2025-07-08 00:13:00,Dung gio
LB001034,CB000468,MB0050,2024-09-22 03:00:00,2024-09-22 04:44:00,Dung gio
LB001035,CB000293,MB0076,2024-09-13 14:00:00,2024-09-14 05:48:00,Tre
LB001036,CB000077,MB0067,2025-10-17 00:00:00,2025-10-17 11:50:00,Tre
LB001037,CB000137,MB0020,2025-12-17 10:45:00,2025-12-17 21:03:00,Dung gio
LB001038,CB000264,MB0074,2025-05-17 15:45:00,2025-05-17 23:08:00,Dung gio
LB001039,CB000277,MB0025,2024-01-04 12:45:00,2024-01-04 15:19:00,Huy
LB001040,CB000275,MB0041,2024-12-07 21:30:00,2024-12-08 04:50:00,Dung gio
LB001041,CB000324,MB0067,2024-04-02 11:30:00,2024-04-02 13:22:00,Tre
LB001042,CB000390,MB0081,2024-10-23 20:15:00,2024-10-23 23:45:00,Huy
LB001043,CB000021,MB0044,2025-11-07 06:30:00,2025-11-07 18:52:00,Tre
LB001044,CB000459,MB0015,2025-10-07 22:30:00,2025-10-08 07:18:00,Dung gio
LB001045,CB000454,MB0065,2025-03-24 23:15:00,2025-03-25 02:08:00,Dung gio
LB001046,CB000099,MB0002,2025-08-30 07:45:00,2025-08-30 14:53:00,Dung gio
LB001047,CB000406,MB0059,2025-10-20 09:45:00,2025-10-20 19:21:00,Tre
LB001048,CB000495,MB0002,2024-02-07 10:00:00,2024-02-07 16:15:00,Dung gio
LB001049,CB000208,MB0016,2024-08-04 20:45:00,2024-08-05 08:49:00,Huy
LB001050,CB000077,MB0077,2025-08-16 07:00:00,2025-08-16 08:07:00,Dung gio
LB001051,CB000251,MB0067,2024-01-20 15:00:00,2024-01-20 19:38:00,Dung gio
LB001052,CB000008,MB0022,2025-10-09 01:30:00,2025-10-09 16:00:00,Dung gio
LB001053,CB000234,MB0064,2024-06-23 18:00:00,2024-06-24 08:27:00,Dung gio
LB001054,CB000059,MB0054,2025-09-01 19:15:00,2025-09-01 20:49:00,Dung gio
LB001055,CB000219,MB0037,2025-11-25 12:30:00,2025-11-25 15:03:00,Huy
LB001056,CB000280,MB0017,2024-11-25 06:00:00,2024-11-25 16:37:00,Dung gio
LB001057,CB000172,MB0012,2024-05-03 08:15:00,2024-05-03 21:40:00,Tre
LB001058,CB000087,MB0073,2025-01-13 17:15:00,2025-01-14 01:14:00,Dung gio
LB001059,CB000474,MB0062,2024-02-11 04:00:00,2024-02-11 18:00:00,Huy
LB001060,CB000193,MB0081,2024-06-10 00:45:00,2024-06-10 02:37:00,Dung gio
LB001061,CB000004,MB0022,2024-04-01 22:30:00,2024-04-02 06:06:00,Tre
LB001062,CB000355,MB0017,2024-07-30 04:30:00,2024-07-30 13:55:00,Tre
LB001063,CB000211,MB0026,2024-06-27 19:00:00,2024-06-28 05:40:00,Dung gio
LB001064,CB000368,MB0054,2025-09-18 02:30:00,2025-09-18 08:56:00,Tre
LB001065,CB000003,MB0060,2024-08-29 06:00:00,2024-08-29 15:32:00,Dung gio
LB001066,CB000317,MB0043,2025-07-06 16:15:00,2025-07-07 00:40:00,Dung gio
LB001067,CB000142,MB0010,2024-07-17 03:15:00,2024-07-17 15:26:00,Tre
LB001068,CB000255,MB0022,2024-06-12 21:00:00,2024-06-12 22:25:00,Dung gio
LB001069,CB000146,MB0024,2025-03-21 08:30:00,2025-03-21 19:31:00,Tre
LB001070,CB000023,MB0015,2024-02-23 17:15:00,2024-02-23 20:26:00,Dung gio
LB001071,CB000249,MB0056,2024-04-28 02:15:00,2024-04-28 15:03:00,Tre
LB001072,CB000304,MB0062,2024-11-29 13:15:00,2024-11-30 02:30:00,Dung gio
LB001073,CB000118,MB0081,2024-04-22 10:15:00,2024-04-22 12:25:00,Dung gio
LB001074,CB000378,MB0047,2024-07-23 12:15:00,2024-07-23 14:00:00,Tre
LB001075,CB000300,MB0054,2024-02-25 13:15:00,2024-02-25 17:26:00,Huy
LB001076,CB000233,MB0022,2025-01-31 11:15:00,2025-01-31 19:33:00,Dung gio
LB001077,CB000324,MB0041,2024-10-03 06:30:00,2024-10-03 09:10:00,Dung gio
LB001078,CB000355,MB0061,2024-03-02 08:15:00,2024-03-02 10:38:00,Tre
LB001079,CB000235,MB0047,2024-06-24 10:15:00,2024-06-25 01:52:00,Dung gio
LB001080,CB000310,MB0021,2025-10-15 19:15:00,2025-10-16 05:36:00,Huy
LB001081,CB000438,MB0025,2024-03-29 13:45:00,2024-03-30 04:57:00,Dung gio
LB001082,CB000303,MB0053,2025-04-18 08:00:00,2025-04-18 20:57:00,Tre
LB001083,CB000377,MB0092,2024-09-09 07:30:00,2024-09-09 15:24:00,Huy
LB001084,CB000114,MB0096,2025-08-28 04:00:00,2025-08-28 11:37:00,Dung gio
LB001085,CB000021,MB0053,2025-05-31 01:45:00,2025-05-31 11:18:00,Tre
LB001086,CB000246,MB0087,2025-12-14 03:45:00,2025-12-14 12:42:00,Dung gio
LB001087,CB000043,MB0060,2024-01-13 22:45:00,2024-01-14 02:58:00,Dung gio
LB001088,CB000184,MB0031,2024-09-01 20:00:00,2024-09-01 20:46:00,Tre
LB001089,CB000343,MB0032,2024-06-14 22:45:00,2024-06-15 13:53:00,Huy
LB001090,CB000383,MB0062,2024-01-25 14:45:00,2024-01-26 04:25:00,Dung gio
LB001091,CB000448,MB0074,2025-02-19 05:30:00,2025-02-19 16:41:00,Tre
LB001092,CB000361,MB0065,2024-01-02 20:00:00,2024-01-03 03:04:00,Dung gio
LB001093,CB000272,MB0005,2024-10-30 13:30:00,2024-10-31 01:54:00,Huy
LB001094,CB000278,MB0061,2024-07-31 21:00:00,2024-08-01 08:05:00,Dung gio
LB001095,CB000377,MB0010,2025-06-11 21:30:00,2025-06-12 13:09:00,Dung gio
LB001096,CB000057,MB0044,2025-01-09 14:00:00,2025-01-09 20:44:00,Dung gio
LB001097,CB000090,MB0067,2025-07-26 22:00:00,2025-07-27 08:04:00,Dung gio
LB001098,CB000071,MB0037,2024-09-01 17:00:00,2024-09-02 04:34:00,Tre
LB001099,CB000378,MB0078,2025-08-17 22:15:00,2025-08-18 11:36:00,Dung gio
LB001100,CB000165,MB0041,2024-09-30 16:45:00,2024-09-30 21:58:00,Dung gio
LB001101,CB000033,MB0043,2024-12-19 14:45:00,2024-12-19 23:48:00,Huy
LB001102,CB000425,MB0016,2025-04-26 22:30:00,2025-04-27 06:42:00,Huy
LB001103,CB000189,MB0087,2025-11-20 22:00:00,2025-11-21 01:42:00,Tre
LB001104,CB000045,MB0013,2025-02-04 05:30:00,2025-02-04 07:18:00,Dung gio
LB001105,CB000085,MB0028,2024-04-24 22:15:00,2024-04-25 07:13:00,Dung gio
LB001106,CB000448,MB0024,2025-06-17 20:00:00,2025-06-18 01:30:00,Tre
LB001107,CB000497,MB0071,2025-07-08 04:45:00,2025-07-08 11:10:00,Tre
LB001108,CB000228,MB0077,2025-10-22 00:30:00,2025-10-22 04:13:00,Dung gio
LB001109,CB000012,MB0092,2024-08-25 16:30:00,2024-08-26 00:01:00,Huy
LB001110,CB000176,MB0067,2025-10-23 10:45:00,2025-10-23 21:22:00,Huy
LB001111,CB000432,MB0060,2025-03-31 14:30:00,2025-04-01 00:40:00,Dung gio
LB001112,CB000460,MB0084,2024-11-09 05:30:00,2024-11-09 09:52:00,Tre
LB001113,CB000191,MB0031,2024-02-18 04:30:00,2024-02-18 09:51:00,Tre
LB001114,CB000490,MB0021,2025-09-25 05:30:00,2025-09-25 09:06:00,Dung gio
LB001115,CB000430,MB0074,2025-12-10 21:15:00,2025-12-11 00:30:00,Dung gio
LB001116,CB000060,MB0005,2024-11-20 18:15:00,2024-11-21 02:16:00,Dung gio
LB001117,CB000190,MB0022,2024-07-29 17:00:00,2024-07-30 04:51:00,Dung gio
LB001118,CB000177,MB0020,2025-01-16 14:15:00,2025-01-16 23:51:00,Dung gio
LB001119,CB000063,MB0100,2024-01-26 12:45:00,2024-01-27 02:21:00,Dung gio
LB001120,CB000486,MB0052,2024-11-23 04:00:00,2024-11-23 17:06:00,Huy
LB001121,CB000500,MB0056,2024-12-05 20:30:00,2024-12-06 05:05:00,Dung gio
LB001122,CB000497,MB0078,2025-08-10 21:15:00,2025-08-11 11:23:00,Huy
LB001123,CB000374,MB0100,2025-03-28 10:00:00,2025-03-28 22:59:00,Tre
LB001124,CB000461,MB0005,2024-05-22 21:00:00,2024-05-23 02:45:00,Dung gio
LB001125,CB000206,MB0064,2024-08-13 14:30:00,2024-08-13 16:34:00,Dung gio
LB001126,CB000029,MB0063,2025-10-18 06:15:00,2025-10-18 20:05:00,Dung gio
LB001127,CB000101,MB0002,2024-03-26 17:45:00,2024-03-27 05:48:00,Dung gio
LB001128,CB000500,MB0056,2025-02-07 06:45:00,2025-02-07 12:40:00,Huy
LB001129,CB000310,MB0056,2024-02-27 21:30:00,2024-02-28 04:47:00,Dung gio
LB001130,CB000367,MB0091,2025-03-13 11:45:00,2025-03-13 18:36:00,Dung gio
LB001131,CB000146,MB0041,2024-12-25 09:45:00,2024-12-26 01:10:00,Huy
LB001132,CB000045,MB0024,2025-03-30 23:45:00,2025-03-31 13:57:00,Tre
LB001133,CB000148,MB0021,2025-03-10 23:45:00,2025-03-11 02:37:00,Huy
LB001134,CB000307,MB0013,2024-05-27 06:30:00,2024-05-27 15:06:00,Huy
LB001135,CB000172,MB0012,2025-08-27 12:00:00,2025-08-27 12:36:00,Tre
LB001136,CB000328,MB0100,2024-10-06 13:15:00,2024-10-06 23:14:00,Tre
LB001137,CB000364,MB0061,2024-05-20 06:15:00,2024-05-20 20:57:00,Tre
LB001138,CB000149,MB0060,2025-05-17 01:30:00,2025-05-17 16:14:00,Huy
LB001139,CB000156,MB0054,2025-07-26 23:45:00,2025-07-27 04:04:00,Dung gio
LB001140,CB000406,MB0001,2024-06-06 08:30:00,2024-06-06 19:55:00,Tre
LB001141,CB000064,MB0067,2025-11-12 09:45:00,2025-11-12 13:18:00,Tre
LB001142,CB000465,MB0073,2025-10-22 07:00:00,2025-10-22 09:32:00,Dung gio
LB001143,CB000253,MB0012,2025-09-05 23:30:00,2025-09-06 09:55:00,Tre
LB001144,CB000290,MB0048,2024-09-21 20:45:00,2024-09-22 09:05:00,Dung gio
LB001145,CB000192,MB0056,2025-08-12 00:30:00,2025-08-12 03:46:00,Huy
LB001146,CB000030,MB0020,2024-11-23 14:15:00,2024-11-23 20:50:00,Dung gio
LB001147,CB000028,MB0028,2025-01-04 13:30:00,2025-01-04 14:49:00,Dung gio
LB001148,CB000150,MB0057,2025-10-16 02:15:00,2025-10-16 15:49:00,Dung gio
LB001149,CB000392,MB0015,2025-09-05 05:30:00,2025-09-05 20:53:00,Dung gio
LB001150,CB000424,MB0091,2025-12-02 09:30:00,2025-12-02 21:41:00,Dung gio
LB001151,CB000050,MB0059,2025-08-16 11:15:00,2025-08-16 11:58:00,Dung gio
LB001152,CB000266,MB0031,2025-01-16 15:45:00,2025-01-16 22:03:00,Dung gio
LB001153,CB000053,MB0024,2024-06-07 16:15:00,2024-06-08 06:56:00,Dung gio
LB001154,CB000408,MB0096,2025-07-26 19:00:00,2025-07-27 02:37:00,Tre
LB001155,CB000470,MB0012,2024-04-29 04:00:00,2024-04-29 12:41:00,Dung gio
LB001156,CB000160,MB0073,2025-01-06 04:45:00,2025-01-06 20:26:00,Huy
LB001157,CB000268,MB0078,2024-12-16 05:30:00,2024-12-16 06:29:00,Dung gio
LB001158,CB000114,MB0017,2025-12-11 04:15:00,2025-12-11 09:59:00,Dung gio
LB001159,CB000108,MB0017,2024-03-21 13:00:00,2024-03-21 14:49:00,Dung gio
LB001160,CB000397,MB0053,2025-03-17 01:15:00,2025-03-17 03:35:00,Dung gio
LB001161,CB000407,MB0070,2025-06-09 18:00:00,2025-06-10 02:30:00,Dung gio
LB001162,CB000466,MB0027,2024-02-14 02:30:00,2024-02-14 14:23:00,Dung gio
LB001163,CB000387,MB0015,2024-05-06 19:15:00,2024-05-07 05:46:00,Dung gio
LB001164,CB000095,MB0070,2024-12-25 00:00:00,2024-12-25 02:59:00,Dung gio
LB001165,CB000486,MB0062,2024-12-22 11:15:00,2024-12-23 02:20:00,Huy
LB001166,CB000400,MB0076,2025-09-19 07:00:00,2025-09-19 09:11:00,Huy
LB001167,CB000391,MB0001,2025-06-25 06:15:00,2025-06-25 11:33:00,Dung gio
LB001168,CB000462,MB0078,2025-07-04 00:00:00,2025-07-04 04:09:00,Huy
LB001169,CB000436,MB0074,2025-05-01 11:15:00,2025-05-01 19:15:00,Dung gio
LB001170,CB000093,MB0090,2024-12-29 12:45:00,2024-12-29 16:54:00,Huy
LB001171,CB000117,MB0047,2024-04-25 10:00:00,2024-04-25 18:27:00,Dung gio
LB001172,CB000267,MB0017,2025-05-22 11:30:00,2025-05-22 21:30:00,Dung gio
LB001173,CB000043,MB0033,2025-05-20 03:45:00,2025-05-20 09:05:00,Tre
LB001174,CB000308,MB0077,2024-11-15 21:45:00,2024-11-16 02:06:00,Huy
LB001175,CB000209,MB0031,2025-03-14 06:00:00,2025-03-14 21:46:00,Tre
LB001176,CB000481,MB0071,2025-01-11 05:00:00,2025-01-11 17:00:00,Tre
LB001177,CB000345,MB0015,2025-02-09 14:00:00,2025-02-09 16:32:00,Dung gio
LB001178,CB000203,MB0045,2025-12-12 18:00:00,2025-12-13 07:09:00,Dung gio
LB001179,CB000034,MB0043,2024-07-22 10:15:00,2024-07-22 20:54:00,Tre
LB001180,CB000063,MB0025,2025-03-10 23:45:00,2025-03-11 05:00:00,Huy
LB001181,CB000304,MB0028,2025-10-21 12:30:00,2025-10-21 21:07:00,Huy
LB001182,CB000487,MB0045,2025-05-11 16:30:00,2025-05-11 19:30:00,Tre
LB001183,CB000056,MB0016,2024-09-13 15:45:00,2024-09-13 20:11:00,Dung gio
LB001184,CB000016,MB0015,2024-02-24 02:45:00,2024-02-24 14:49:00,Dung gio
LB001185,CB000498,MB0022,2025-01-26 19:30:00,2025-01-26 22:36:00,Dung gio
LB001186,CB000319,MB0064,2024-04-08 02:45:00,2024-04-08 16:46:00,Tre
LB001187,CB000104,MB0031,2025-11-08 15:45:00,2025-11-09 00:51:00,Dung gio
LB001188,CB000278,MB0037,2025-07-07 17:00:00,2025-07-08 06:32:00,Dung gio
LB001189,CB000221,MB0093,2024-05-01 12:45:00,2024-05-01 18:37:00,Tre
LB001190,CB000227,MB0052,2024-02-06 01:15:00,2024-02-06 11:15:00,Dung gio
LB001191,CB000453,MB0074,2024-06-17 15:45:00,2024-06-17 18:32:00,Dung gio
LB001192,CB000367,MB0044,2025-05-14 03:45:00,2025-05-14 15:30:00,Huy
LB001193,CB000351,MB0059,2025-08-08 15:45:00,2025-08-09 01:50:00,Dung gio
LB001194,CB000260,MB0010,2025-02-04 08:45:00,2025-02-04 19:20:00,Tre
LB001195,CB000316,MB0071,2024-12-27 09:30:00,2024-12-27 11:02:00,Dung gio
LB001196,CB000303,MB0005,2024-05-11 11:30:00,2024-05-12 01:48:00,Huy
LB001197,CB000014,MB0078,2025-10-02 10:45:00,2025-10-02 12:54:00,Tre
LB001198,CB000177,MB0041,2025-02-25 11:00:00,2025-02-25 22:47:00,Dung gio
LB001199,CB000127,MB0026,2025-10-25 09:00:00,2025-10-25 21:14:00,Dung gio
LB001200,CB000445,MB0032,2024-04-27 10:15:00,2024-04-27 11:05:00,Huy
LB001201,CB000167,MB0005,2025-04-16 21:45:00,2025-04-17 07:56:00,Huy
LB001202,CB000462,MB0047,2024-09-30 00:45:00,2024-09-30 11:17:00,Dung gio
LB001203,CB000163,MB0044,2025-08-07 12:30:00,2025-08-07 22:46:00,Dung gio
LB001204,CB000414,MB0054,2024-04-12 22:15:00,2024-04-13 04:29:00,Tre
LB001205,CB000258,MB0087,2025-11-14 10:15:00,2025-11-14 21:14:00,Dung gio
LB001206,CB000187,MB0048,2024-07-25 15:00:00,2024-07-26 05:50:00,Huy
LB001207,CB000110,MB0031,2024-09-28 01:30:00,2024-09-28 11:47:00,Tre
