MaHanhLy,MaVe,TrongLuong,LoaiHanhLy
HL00001904,VE00012690,6.05,Xach tay
HL00001905,VE00038039,5.05,Ky gui
HL00001906,VE00050352,3.98,Xach tay
HL00001907,VE00050352,27.87,Ky gui
HL00001908,VE00032542,2.87,Xach tay
HL00001909,VE00020933,26.51,Ky gui
HL00001910,VE00042918,21.24,Ky gui
HL00001911,VE00075719,3.07,Xach tay
HL00001912,VE00040989,17.44,Ky gui
HL00001913,VE00024882,6.63,Xach tay
HL00001914,VE00020886,18.5,Ky gui
HL00001915,VE00065309,4.41,Xach tay
HL00001916,VE00067467,4.82,Xach tay
HL00001917,VE00061187,23.98,Ky gui
HL00001918,VE00065374,13.34,Ky gui
HL00001919,VE00065192,6.98,Xach tay
HL00001920,VE00003038,17.91,Ky gui
HL00001921,VE00011803,18.37,Ky gui
HL00001922,VE00051544,15.17,Ky gui
HL00001923,VE00059931,5.88,Xach tay
HL00001924,VE00031553,5.26,Xach tay
HL00001925,VE00028200,23.91,Ky gui
HL00001926,VE00076461,6.13,Xach tay
HL00001927,VE00076461,9.83,Ky gui
HL00001928,VE00046255,3.05,Xach tay
HL00001929,VE00006625,27.91,Ky gui
HL00001930,VE00064867,14.11,Ky gui
HL00001931,VE00078318,31.74,Ky gui
HL00001932,VE00061681,15.56,Ky gui
HL00001933,VE00037454,12.64,Ky gui
HL00001934,VE00070346,10.27,Ky gui
HL00001935,VE00014090,1.35,Xach tay
HL00001936,VE00056483,20.67,Ky gui
HL00001937,VE00017556,27.94,Ky gui
HL00001938,VE00047944,17.35,Ky gui
HL00001939,VE00052856,1.39,Xach tay
HL00001940,VE00047965,12.86,Ky gui
HL00001941,VE00005931,1.92,Xach tay
HL00001942,VE00052506,24.85,Ky gui
HL00001943,VE00006706,5.22,Xach tay
HL00001944,VE00006706,20.54,Ky gui
HL00001945,VE00074748,31.69,Ky gui
HL00001946,VE00073639,6.68,Xach tay
HL00001947,VE00025514,5.97,Xach tay
HL00001948,VE00037828,6.83,Xach tay
HL00001949,VE00037828,9.85,Ky gui
HL00001950,VE00009638,6.87,Xach tay
HL00001951,VE00009638,22.55,Ky gui
HL00001952,VE00050640,31.18,Ky gui
HL00001953,VE00066094,15.91,Ky gui
HL00001954,VE00059029,2.07,Xach tay
HL00001955,VE00059029,18.19,Ky gui
HL00001956,VE00072071,30.77,Ky gui
HL00001957,VE00036664,15.14,Ky gui
HL00001958,VE00015573,26.47,Ky gui
HL00001959,VE00016865,26.0,Ky gui
HL00001960,VE00051630,12.43,Ky gui
HL00001961,VE00048916,14.92,Ky gui
HL00001962,VE00044445,1.04,Xach tay
HL00001963,VE00073117,4.85,Xach tay
HL00001964,VE00047921,5.62,Ky gui
HL00001965,VE00018910,20.46,Ky gui
HL00001966,VE00026091,5.34,Xach tay
HL00001967,VE00078967,9.89,Ky gui
HL00001968,VE00066732,4.69,Xach tay
HL00001969,VE00052611,4.21,Xach tay
HL00001970,VE00065547,0.91,Xach tay
HL00001971,VE00065547,29.54,Ky gui
HL00001972,VE00005939,9.99,Ky gui
HL00001973,VE00005101,5.53,Ky gui
HL00001974,VE00017962,19.48,Ky gui
HL00001975,VE00043653,18.19,Ky gui
HL00001976,VE00062095,20.79,Ky gui
HL00001977,VE00068070,26.33,Ky gui
HL00001978,VE00059899,5.39,Xach tay
HL00001979,VE00067569,4.39,Xach tay
HL00001980,VE00018322,4.11,Xach tay
HL00001981,VE00042988,8.32,Ky gui
HL00001982,VE00041751,1.84,Xach tay
HL00001983,VE00051506,4.16,Xach tay
HL00001984,VE00077821,6.87,Xach tay
HL00001985,VE00077821,18.67,Ky gui
HL00001986,VE00044090,4.04,Xach tay
HL00001987,VE00066495,6.64,Xach tay
HL00001988,VE00066810,2.45,Xach tay
HL00001989,VE00066810,30.55,Ky gui
HL00001990,VE00069775,26.14,Ky gui
HL00001991,VE00064206,17.01,Ky gui
HL00001992,VE00073784,23.77,Ky gui
HL00001993,VE00039295,31.62,Ky gui
HL00001994,VE00062246,4.0,Xach tay
HL00001995,VE00002181,1.14,Xach tay
HL00001996,VE00048282,11.4,Ky gui
HL00001997,VE00043417,2.45,Xach tay
HL00001998,VE00014367,30.85,Ky gui
HL00001999,VE00054597,10.83,Ky gui
HL00002000,VE00076508,1.34,Xach tay
HL00002001,VE00040328,7.01,Ky gui
HL00002002,VE00003493,2.98,Xach tay
HL00002003,VE00062206,1.04,Xach tay
HL00002004,VE00034804,3.26,Xach tay
HL00002005,VE00075822,19.47,Ky gui
HL00002006,VE00075712,5.26,Xach tay
HL00002007,VE00075712,31.87,Ky gui
HL00002008,VE00029825,10.2,Ky gui
HL00002009,VE00006732,4.77,Xach tay
HL00002010,VE00076484,21.33,Ky gui
HL00002011,VE00062974,1.5,Xach tay
HL00002012,VE00068713,0.67,Xach tay
HL00002013,VE00049833,7.09,Ky gui
HL00002014,VE00019370,1.21,Xach tay
HL00002015,VE00031746,6.78,Ky gui
HL00002016,VE00004139,14.8,Ky gui
HL00002017,VE00075048,2.28,Xach tay
HL00002018,VE00025007,0.56,Xach tay
HL00002019,VE00002483,6.8,Xach tay
HL00002020,VE00057808,1.18,Xach tay
HL00002021,VE00054891,5.23,Xach tay
HL00002022,VE00019849,5.84,Xach tay
HL00002023,VE00054128,3.94,Xach tay
HL00002024,VE00026725,28.37,Ky gui
HL00002025,VE00053789,21.4,Ky gui
HL00002026,VE00061815,6.65,Xach tay
HL00002027,VE00008164,2.74,Xach tay
HL00002028,VE00018099,31.14,Ky gui
HL00002029,VE00067985,21.05,Ky gui
HL00002030,VE00027177,17.88,Ky gui
HL00002031,VE00073517,0.56,Xach tay
HL00002032,VE00042605,9.2,Ky gui
HL00002033,VE00062702,2.96,Xach tay
HL00002034,VE00068876,6.43,Ky gui
HL00002035,VE00049392,31.31,Ky gui
HL00002036,VE00041125,11.73,Ky gui
HL00002037,VE00022700,24.08,Ky gui
HL00002038,VE00060250,6.91,Xach tay
HL00002039,VE00069879,18.56,Ky gui
HL00002040,VE00044870,3.28,Xach tay
HL00002041,VE00034651,13.24,Ky gui
HL00002042,VE00025201,2.53,Xach tay
HL00002043,VE00032312,1.02,Xach tay
HL00002044,VE00032312,24.71,Ky gui
HL00002045,VE00073150,0.87,Xach tay
HL00002046,VE00039125,19.96,Ky gui
HL00002047,VE00029474,6.18,Xach tay
HL00002048,VE00037881,3.81,Xach tay
HL00002049,VE00027169,17.95,Ky gui
HL00002050,VE00064095,31.94,Ky gui
HL00002051,VE00062889,15.95,Ky gui
HL00002052,VE00045719,29.59,Ky gui
HL00002053,VE00073465,24.28,Ky gui
HL00002054,VE00035843,25.24,Ky gui
HL00002055,VE00037722,5.3,Xach tay
HL00002056,VE00075167,28.77,Ky gui
HL00002057,VE00071198,21.45,Ky gui
HL00002058,VE00049768,31.05,Ky gui
HL00002059,VE00051713,28.81,Ky gui
HL00002060,VE00045238,11.08,Ky gui
HL00002061,VE00019199,5.96,Xach tay
HL00002062,VE00019199,18.87,Ky gui
HL00002063,VE00005514,2.96,Xach tay
HL00002064,VE00010359,1.24,Xach tay
HL00002065,VE00057984,4.0,Xach tay
HL00002066,VE00033613,8.18,Ky gui
HL00002067,VE00062794,2.41,Xach tay
HL00002068,VE00028048,5.3,Xach tay
HL00002069,VE00026486,10.87,Ky gui
HL00002070,VE00035538,6.57,Xach tay
HL00002071,VE00073665,27.29,Ky gui
HL00002072,VE00035602,3.51,Xach tay
HL00002073,VE00035602,21.68,Ky gui
HL00002074,VE00017993,2.81,Xach tay
HL00002075,VE00014317,13.87,Ky gui
HL00002076,VE00076918,0.53,Xach tay
HL00002077,VE00031780,2.8,Xach tay
HL00002078,VE00006654,3.7,Xach tay
HL00002079,VE00069605,3.84,Xach tay
HL00002080,VE00069605,9.15,Ky gui
HL00002081,VE00029580,3.67,Xach tay
HL00002082,VE00030519,4.77,Xach tay
HL00002083,VE00006881,3.07,Xach tay
HL00002084,VE00013134,3.28,Xach tay
HL00002085,VE00054173,5.78,Xach tay
HL00002086,VE00043293,3.35,Xach tay
HL00002087,VE00061919,9.37,Ky gui
HL00002088,VE00013179,3.32,Xach tay
HL00002089,VE00018019,6.16,Xach tay
HL00002090,VE00000680,1.73,Xach tay
HL00002091,VE00072136,3.06,Xach tay
HL00002092,VE00072136,25.09,Ky gui
HL00002093,VE00053335,1.79,Xach tay
HL00002094,VE00062351,4.82,Xach tay
HL00002095,VE00062581,3.24,Xach tay
HL00002096,VE00026144,26.6,Ky gui
HL00002097,VE00037650,13.77,Ky gui
HL00002098,VE00042097,28.81,Ky gui
HL00002099,VE00037410,29.94,Ky gui
HL00002100,VE00007755,15.5,Ky gui
HL00002101,VE00011726,1.2,Xach tay
HL00002102,VE00075253,1.51,Xach tay
HL00002103,VE00075253,18.5,Ky gui
HL00002104,VE00030438,11.39,Ky gui
HL00002105,VE00070144,14.24,Ky gui
HL00002106,VE00054774,16.73,Ky gui
HL00002107,VE00023041,3.66,Xach tay
HL00002108,VE00004764,11.69,Ky gui
HL00002109,VE00052035,3.82,Xach tay
HL00002110,VE00064931,5.48,Xach tay
HL00002111,VE00004911,5.83,Xach tay
HL00002112,VE00001215,5.09,Xach tay
HL00002113,VE00039111,23.93,Ky gui
HL00002114,VE00074444,9.89,Ky gui
HL00002115,VE00014065,22.13,Ky gui
HL00002116,VE00043915,1.36,Xach tay
HL00002117,VE00037299,6.94,Xach tay
HL00002118,VE00037299,30.09,Ky gui
HL00002119,VE00059553,4.51,Xach tay
HL00002120,VE00071212,0.83,Xach tay
HL00002121,VE00071212,16.0,Ky gui
HL00002122,VE00068724,4.62,Xach tay
HL00002123,VE00064739,2.69,Xach tay
HL00002124,VE00017590,3.81,Xach tay
HL00002125,VE00066089,13.22,Ky gui
HL00002126,VE00061345,2.32,Xach tay
HL00002127,VE00035762,3.22,Xach tay
HL00002128,VE00025273,0.81,Xach tay
HL00002129,VE00014765,0.84,Xach tay
HL00002130,VE00014765,25.11,Ky gui
HL00002131,VE00043344,3.57,Xach tay
HL00002132,VE00060151,1.7,Xach tay
HL00002133,VE00024406,2.48,Xach tay
HL00002134,VE00001847,0.59,Xach tay
HL00002135,VE00001847,19.9,Ky gui
HL00002136,VE00038670,5.32,Xach tay
HL00002137,VE00074421,5.56,Xach tay
HL00002138,VE00025319,15.03,Ky gui
HL00002139,VE00023003,10.67,Ky gui
HL00002140,VE00053149,6.27,Xach tay
HL00002141,VE00056060,5.33,Xach tay
HL00002142,VE00067539,4.31,Xach tay
HL00002143,VE00011369,10.14,Ky gui
HL00002144,VE00052539,29.99,Ky gui
HL00002145,VE00012503,4.05,Xach tay
HL00002146,VE00012503,14.26,Ky gui
HL00002147,VE00024220,31.72,Ky gui
HL00002148,VE00018431,5.19,Xach tay
HL00002149,VE00042416,1.75,Xach tay
HL00002150,VE00042416,19.86,Ky gui
HL00002151,VE00032513,6.2,Xach tay
HL00002152,VE00058555,5.16,Xach tay
HL00002153,VE00043205,3.22,Xach tay
HL00002154,VE00043205,30.15,Ky gui
HL00002155,VE00039577,5.59,Ky gui
HL00002156,VE00076345,23.81,Ky gui
HL00002157,VE00075089,0.8,Xach tay
HL00002158,VE00001499,26.45,Ky gui
HL00002159,VE00034283,25.0,Ky gui
HL00002160,VE00047128,4.95,Xach tay
HL00002161,VE00015496,5.38,Xach tay
HL00002162,VE00061001,5.57,Xach tay
HL00002163,VE00040214,2.26,Xach tay
HL00002164,VE00020935,1.54,Xach tay
HL00002165,VE00053139,5.03,Xach tay
HL00002166,VE00040761,17.3,Ky gui
HL00002167,VE00015390,19.18,Ky gui
HL00002168,VE00038672,1.93,Xach tay
HL00002169,VE00048175,19.91,Ky gui
HL00002170,VE00028948,0.8,Xach tay
HL00002171,VE00028722,0.75,Xach tay
HL00002172,VE00017508,6.24,Xach tay
HL00002173,VE00020079,5.64,Xach tay
HL00002174,VE00059635,11.72,Ky gui
HL00002175,VE00079396,19.43,Ky gui
HL00002176,VE00048972,2.76,Xach tay
HL00002177,VE00048972,21.34,Ky gui
HL00002178,VE00054506,1.04,Xach tay
HL00002179,VE00071990,19.83,Ky gui
HL00002180,VE00061713,16.03,Ky gui
HL00002181,VE00070454,13.77,Ky gui
HL00002182,VE00028628,5.8,Xach tay
HL00002183,VE00028628,27.25,Ky gui
HL00002184,VE00032436,6.77,Xach tay
HL00002185,VE00078095,6.82,Xach tay
HL00002186,VE00010731,31.43,Ky gui
HL00002187,VE00068880,26.07,Ky gui
HL00002188,VE00058557,5.35,Xach tay
HL00002189,VE00069229,4.75,Xach tay
HL00002190,VE00073947,19.87,Ky gui
HL00002191,VE00014708,10.96,Ky gui
HL00002192,VE00008095,4.28,Xach tay
HL00002193,VE00071782,25.33,Ky gui
HL00002194,VE00066256,2.01,Xach tay
HL00002195,VE00026498,14.95,Ky gui
HL00002196,VE00070342,1.68,Xach tay
HL00002197,VE00070342,10.0,Ky gui
HL00002198,VE00021567,3.69,Xach tay
HL00002199,VE00068203,22.48,Ky gui
HL00002200,VE00015236,1.56,Xach tay
HL00002201,VE00015236,9.8,Ky gui
HL00002202,VE00026923,4.45,Xach tay
HL00002203,VE00076435,0.97,Xach tay
HL00002204,VE00076435,11.62,Ky gui
HL00002205,VE00066896,3.92,Xach tay
HL00002206,VE00058391,26.82,Ky gui
HL00002207,VE00007293,15.2,Ky gui
HL00002208,VE00059433,5.87,Xach tay
HL00002209,VE00059433,25.61,Ky gui
HL00002210,VE00017295,6.18,Ky gui
HL00002211,VE00067273,1.04,Xach tay
HL00002212,VE00054451,4.58,Xach tay
HL00002213,VE00059874,6.78,Xach tay
HL00002214,VE00059874,30.86,Ky gui
HL00002215,VE00073913,5.28,Xach tay
HL00002216,VE00007568,5.1,Xach tay
HL00002217,VE00073243,3.62,Xach tay
HL00002218,VE00060605,17.0,Ky gui
HL00002219,VE00040393,2.66,Xach tay
HL00002220,VE00002854,0.86,Xach tay
HL00002221,VE00051898,21.94,Ky gui
HL00002222,VE00033353,5.86,Xach tay
HL00002223,VE00000396,2.43,Xach tay
HL00002224,VE00028561,27.59,Ky gui
HL00002225,VE00075801,6.43,Xach tay
HL00002226,VE00009573,3.28,Xach tay
HL00002227,VE00009573,8.98,Ky gui
HL00002228,VE00005937,11.1,Ky gui
HL00002229,VE00045159,6.25,Xach tay
HL00002230,VE00008358,8.04,Ky gui
HL00002231,VE00070932,1.22,Xach tay
HL00002232,VE00007898,6.71,Xach tay
HL00002233,VE00009047,4.5,Xach tay
HL00002234,VE00061876,6.5,Xach tay
HL00002235,VE00053592,9.81,Ky gui
HL00002236,VE00023591,21.19,Ky gui
HL00002237,VE00017751,9.06,Ky gui
HL00002238,VE00055098,13.14,Ky gui
HL00002239,VE00049082,14.41,Ky gui
HL00002240,VE00050133,6.46,Xach tay
HL00002241,VE00058791,30.19,Ky gui
HL00002242,VE00049480,24.21,Ky gui
HL00002243,VE00049237,0.51,Xach tay
HL00002244,VE00049237,30.19,Ky gui
HL00002245,VE00010519,4.76,Xach tay
HL00002246,VE00070688,3.04,Xach tay
HL00002247,VE00017432,26.21,Ky gui
HL00002248,VE00045583,0.94,Xach tay
HL00002249,VE00015550,30.91,Ky gui
HL00002250,VE00023393,1.09,Xach tay
HL00002251,VE00051519,3.0,Xach tay
HL00002252,VE00069317,3.25,Xach tay
HL00002253,VE00016692,16.18,Ky gui
HL00002254,VE00029189,14.0,Ky gui
HL00002255,VE00000456,22.66,Ky gui
HL00002256,VE00002980,3.22,Xach tay
HL00002257,VE00039108,3.97,Xach tay
HL00002258,VE00060687,27.18,Ky gui
HL00002259,VE00071362,4.28,Xach tay
HL00002260,VE00055592,4.26,Xach tay
HL00002261,VE00069722,25.2,Ky gui
HL00002262,VE00049713,11.35,Ky gui
HL00002263,VE00030103,6.96,Xach tay
HL00002264,VE00030103,5.46,Ky gui
HL00002265,VE00032442,30.86,Ky gui
HL00002266,VE00045372,2.77,Xach tay
HL00002267,VE00045372,27.92,Ky gui
HL00002268,VE00036130,12.96,Ky gui
HL00002269,VE00024705,6.05,Xach tay
HL00002270,VE00054951,5.88,Xach tay
HL00002271,VE00002051,1.4,Xach tay
HL00002272,VE00002051,30.98,Ky gui
HL00002273,VE00031545,15.19,Ky gui
HL00002274,VE00027012,6.77,Xach tay
HL00002275,VE00027012,15.04,Ky gui
HL00002276,VE00008820,22.89,Ky gui
HL00002277,VE00013225,5.94,Xach tay
HL00002278,VE00013225,28.5,Ky gui
HL00002279,VE00077850,2.87,Xach tay
HL00002280,VE00077850,7.13,Ky gui
HL00002281,VE00004401,4.2,Xach tay
HL00002282,VE00004401,26.97,Ky gui
HL00002283,VE00058516,1.69,Xach tay
HL00002284,VE00078353,25.2,Ky gui
HL00002285,VE00006381,13.09,Ky gui
HL00002286,VE00032078,2.69,Xach tay
HL00002287,VE00005799,23.77,Ky gui
HL00002288,VE00052726,1.51,Xach tay
HL00002289,VE00030716,5.38,Xach tay
HL00002290,VE00030716,18.59,Ky gui
HL00002291,VE00070748,5.91,Xach tay
HL00002292,VE00070748,23.36,Ky gui
HL00002293,VE00018368,27.4,Ky gui
HL00002294,VE00037915,24.15,Ky gui
HL00002295,VE00030693,1.52,Xach tay
HL00002296,VE00041800,31.4,Ky gui
HL00002297,VE00075691,1.88,Xach tay
HL00002298,VE00078371,10.91,Ky gui
HL00002299,VE00042031,5.35,Xach tay
HL00002300,VE00031052,27.73,Ky gui
HL00002301,VE00039553,17.65,Ky gui
HL00002302,VE00018778,4.67,Xach tay
HL00002303,VE00068322,9.45,Ky gui
HL00002304,VE00028973,22.46,Ky gui
HL00002305,VE00054207,1.2,Xach tay
HL00002306,VE00039388,4.42,Xach tay
HL00002307,VE00039388,27.86,Ky gui
HL00002308,VE00036065,2.33,Xach tay
HL00002309,VE00036065,19.62,Ky gui
HL00002310,VE00072971,4.38,Xach tay
HL00002311,VE00072971,25.43,Ky gui
HL00002312,VE00077551,4.09,Xach tay
HL00002313,VE00022956,5.87,Ky gui
HL00002314,VE00055995,6.85,Xach tay
HL00002315,VE00072857,20.22,Ky gui
HL00002316,VE00064963,6.23,Ky gui
HL00002317,VE00006146,6.63,Xach tay
HL00002318,VE00045144,2.82,Xach tay
HL00002319,VE00045144,12.62,Ky gui
HL00002320,VE00049959,1.77,Xach tay
HL00002321,VE00068743,24.59,Ky gui
HL00002322,VE00054569,7.63,Ky gui
HL00002323,VE00053512,5.32,Xach tay
HL00002324,VE00019559,5.75,Xach tay
HL00002325,VE00039307,4.32,Xach tay
HL00002326,VE00049344,4.31,Xach tay
HL00002327,VE00070508,1.48,Xach tay
HL00002328,VE00062066,6.25,Xach tay
HL00002329,VE00031585,5.17,Xach tay
HL00002330,VE00031585,28.88,Ky gui
HL00002331,VE00029537,22.66,Ky gui
HL00002332,VE00039419,9.35,Ky gui
HL00002333,VE00060690,24.68,Ky gui
HL00002334,VE00007553,30.12,Ky gui
HL00002335,VE00073714,5.6,Xach tay
HL00002336,VE00054091,2.84,Xach tay
HL00002337,VE00073045,6.29,Xach tay
HL00002338,VE00069468,15.47,Ky gui
HL00002339,VE00017576,4.47,Xach tay
HL00002340,VE00050911,1.49,Xach tay
HL00002341,VE00050911,21.95,Ky gui
HL00002342,VE00031832,5.73,Xach tay
HL00002343,VE00033423,6.16,Xach tay
HL00002344,VE00026652,31.16,Ky gui
HL00002345,VE00043289,7.35,Ky gui
HL00002346,VE00010364,2.54,Xach tay
HL00002347,VE00010364,30.22,Ky gui
HL00002348,VE00058955,2.32,Xach tay
HL00002349,VE00048638,1.08,Xach tay
HL00002350,VE00012120,5.52,Xach tay
HL00002351,VE00070207,3.58,Xach tay
HL00002352,VE00024967,6.2,Xach tay
HL00002353,VE00006756,8.79,Ky gui
HL00002354,VE00035188,4.2,Xach tay
HL00002355,VE00049437,6.08,Xach tay
HL00002356,VE00049437,15.83,Ky gui
HL00002357,VE00005184,2.88,Xach tay
HL00002358,VE00009540,30.71,Ky gui
HL00002359,VE00024663,4.93,Xach tay
HL00002360,VE00077016,12.1,Ky gui
HL00002361,VE00028445,21.76,Ky gui
HL00002362,VE00062836,25.01,Ky gui
HL00002363,VE00027380,5.84,Xach tay
HL00002364,VE00043643,6.04,Xach tay
HL00002365,VE00043643,12.85,Ky gui
HL00002366,VE00039740,3.1,Xach tay
HL00002367,VE00002010,3.02,Xach tay
HL00002368,VE00002010,17.48,Ky gui
HL00002369,VE00027763,3.53,Xach tay
HL00002370,VE00027763,22.35,Ky gui
HL00002371,VE00015377,1.06,Xach tay
HL00002372,VE00062774,29.77,Ky gui
HL00002373,VE00079221,10.39,Ky gui
HL00002374,VE00026806,2.56,Xach tay
HL00002375,VE00031370,5.06,Xach tay
HL00002376,VE00072363,2.31,Xach tay
HL00002377,VE00042155,1.51,Xach tay
HL00002378,VE00042155,17.69,Ky gui
HL00002379,VE00037102,13.65,Ky gui
HL00002380,VE00049895,4.41,Xach tay
HL00002381,VE00049895,15.27,Ky gui
HL00002382,VE00069947,3.3,Xach tay
HL00002383,VE00047089,0.85,Xach tay
HL00002384,VE00067216,12.29,Ky gui
HL00002385,VE00065180,7.26,Ky gui
HL00002386,VE00061081,3.13,Xach tay
HL00002387,VE00061081,13.06,Ky gui
HL00002388,VE00012925,28.52,Ky gui
HL00002389,VE00041974,23.08,Ky gui
HL00002390,VE00026625,5.9,Xach tay
HL00002391,VE00048590,6.36,Xach tay
HL00002392,VE00048590,14.23,Ky gui
HL00002393,VE00041016,9.44,Ky gui
HL00002394,VE00054255,3.22,Xach tay
HL00002395,VE00005993,4.98,Xach tay
HL00002396,VE00073732,5.03,Xach tay
HL00002397,VE00029003,5.0,Xach tay
HL00002398,VE00019127,0.56,Xach tay
HL00002399,VE00002126,21.12,Ky gui
HL00002400,VE00034181,4.84,Xach tay
HL00002401,VE00034181,21.65,Ky gui
HL00002402,VE00072524,6.91,Xach tay
HL00002403,VE00075910,24.89,Ky gui
HL00002404,VE00054733,1.48,Xach tay
HL00002405,VE00038692,1.46,Xach tay
HL00002406,VE00025716,6.8,Xach tay
HL00002407,VE00043237,3.88,Xach tay
HL00002408,VE00030150,3.43,Xach tay
HL00002409,VE00030150,27.48,Ky gui
HL00002410,VE00049787,3.42,Xach tay
HL00002411,VE00032209,1.92,Xach tay
HL00002412,VE00032209,31.43,Ky gui
HL00002413,VE00065445,4.05,Xach tay
HL00002414,VE00072174,2.95,Xach tay
HL00002415,VE00044246,6.69,Xach tay
HL00002416,VE00064045,5.39,Ky gui
HL00002417,VE00064304,5.44,Ky gui
HL00002418,VE00022051,28.43,Ky gui
HL00002419,VE00046161,22.52,Ky gui
HL00002420,VE00022186,3.17,Xach tay
HL00002421,VE00018345,4.03,Xach tay
HL00002422,VE00071637,25.66,Ky gui
HL00002423,VE00064005,1.64,Xach tay
HL00002424,VE00024124,1.65,Xach tay
HL00002425,VE00071059,19.65,Ky gui
HL00002426,VE00007699,5.99,Xach tay
HL00002427,VE00068675,16.81,Ky gui
HL00002428,VE00004434,4.53,Xach tay
HL00002429,VE00054054,7.8,Ky gui
HL00002430,VE00018022,21.64,Ky gui
HL00002431,VE00030335,3.73,Xach tay
HL00002432,VE00008909,30.04,Ky gui
HL00002433,VE00019796,3.39,Xach tay
HL00002434,VE00019796,20.69,Ky gui
HL00002435,VE00001199,2.38,Xach tay
HL00002436,VE00001199,16.36,Ky gui
HL00002437,VE00028669,3.46,Xach tay
HL00002438,VE00066288,1.77,Xach tay
HL00002439,VE00059771,1.31,Xach tay
HL00002440,VE00063335,5.83,Xach tay
HL00002441,VE00063945,25.01,Ky gui
HL00002442,VE00002062,2.94,Xach tay
HL00002443,VE00002062,11.05,Ky gui
HL00002444,VE00000867,6.22,Xach tay
HL00002445,VE00069759,5.95,Xach tay
HL00002446,VE00053915,16.2,Ky gui
HL00002447,VE00001554,6.35,Xach tay
HL00002448,VE00002193,0.6,Xach tay
HL00002449,VE00069392,2.93,Xach tay
HL00002450,VE00036011,27.14,Ky gui
HL00002451,VE00070221,14.05,Ky gui
HL00002452,VE00065827,6.83,Xach tay
HL00002453,VE00056437,4.69,Xach tay
HL00002454,VE00023497,26.64,Ky gui
HL00002455,VE00014027,8.48,Ky gui
HL00002456,VE00012625,31.39,Ky gui
HL00002457,VE00068733,6.38,Xach tay
HL00002458,VE00019517,16.81,Ky gui
HL00002459,VE00025157,5.71,Xach tay
HL00002460,VE00025157,18.61,Ky gui
HL00002461,VE00069004,26.18,Ky gui
HL00002462,VE00033085,21.94,Ky gui
HL00002463,VE00046458,4.09,Xach tay
HL00002464,VE00052023,1.11,Xach tay
HL00002465,VE00010358,4.59,Xach tay
HL00002466,VE00048897,5.75,Ky gui
HL00002467,VE00053219,29.86,Ky gui
HL00002468,VE00060162,2.99,Xach tay
HL00002469,VE00060162,25.04,Ky gui
HL00002470,VE00074056,3.45,Xach tay
HL00002471,VE00031878,14.67,Ky gui
HL00002472,VE00029604,6.34,Xach tay
HL00002473,VE00039319,3.98,Xach tay
HL00002474,VE00010567,5.57,Xach tay
HL00002475,VE00004153,25.8,Ky gui
HL00002476,VE00012256,12.42,Ky gui
HL00002477,VE00049711,22.24,Ky gui
HL00002478,VE00072444,7.79,Ky gui
HL00002479,VE00062391,4.37,Xach tay
HL00002480,VE00001239,2.34,Xach tay
HL00002481,VE00010838,3.71,Xach tay
HL00002482,VE00010838,14.76,Ky gui
HL00002483,VE00065518,15.55,Ky gui
HL00002484,VE00056874,0.64,Xach tay
HL00002485,VE00043421,6.73,Xach tay
HL00002486,VE00043421,7.06,Ky gui
HL00002487,VE00074168,15.13,Ky gui
HL00002488,VE00012500,6.4,Xach tay
HL00002489,VE00069227,9.85,Ky gui
HL00002490,VE00005578,1.66,Xach tay
HL00002491,VE00005578,20.32,Ky gui
HL00002492,VE00030116,5.85,Ky gui
HL00002493,VE00062325,4.49,Xach tay
HL00002494,VE00035533,9.28,Ky gui
HL00002495,VE00006103,30.02,Ky gui
HL00002496,VE00009745,0.69,Xach tay
HL00002497,VE00036750,3.83,Xach tay
HL00002498,VE00036750,9.11,Ky gui
HL00002499,VE00004313,1.91,Xach tay
HL00002500,VE00023509,1.93,Xach tay
HL00002501,VE00041221,30.38,Ky gui
HL00002502,VE00002053,3.63,Xach tay
HL00002503,VE00018900,4.08,Xach tay
HL00002504,VE00052206,5.34,Xach tay
HL00002505,VE00010085,3.83,Xach tay
HL00002506,VE00039227,1.75,Xach tay
HL00002507,VE00021293,4.97,Xach tay
HL00002508,VE00031520,3.05,Xach tay
HL00002509,VE00074278,25.69,Ky gui
HL00002510,VE00051008,5.66,Xach tay
HL00002511,VE00043481,6.24,Xach tay
HL00002512,VE00050312,5.36,Xach tay
HL00002513,VE00018344,21.82,Ky gui
HL00002514,VE00010280,16.59,Ky gui
HL00002515,VE00065640,15.1,Ky gui
HL00002516,VE00045333,6.74,Ky gui
HL00002517,VE00007039,0.72,Xach tay
HL00002518,VE00012804,20.85,Ky gui
HL00002519,VE00057291,5.87,Xach tay
HL00002520,VE00030428,31.06,Ky gui
HL00002521,VE00009964,0.69,Xach tay
HL00002522,VE00044643,2.6,Xach tay
HL00002523,VE00079321,14.66,Ky gui
HL00002524,VE00078068,4.77,Xach tay
HL00002525,VE00078068,15.04,Ky gui
HL00002526,VE00051997,8.3,Ky gui
HL00002527,VE00042779,0.57,Xach tay
HL00002528,VE00003884,3.52,Xach tay
HL00002529,VE00035826,29.27,Ky gui
HL00002530,VE00059055,15.41,Ky gui
HL00002531,VE00064305,19.24,Ky gui
HL00002532,VE00029903,2.31,Xach tay
HL00002533,VE00046637,28.85,Ky gui
HL00002534,VE00049208,6.3,Xach tay
HL00002535,VE00049208,16.39,Ky gui
HL00002536,VE00056604,13.58,Ky gui
HL00002537,VE00024346,1.78,Xach tay
HL00002538,VE00076792,18.46,Ky gui
