MaGia,MaLich,HangGhe,Gia,ThoiDiemBatDau,ThoiDiemKetThuc
MG0005200,LB001734,Pho thong,3647000,2024-06-08 03:45:00,2024-10-29 09:45:00
MG0005201,LB001734,Thuong gia,4076000,2024-05-19 03:45:00,2024-10-29 04:45:00
MG0005202,LB001734,Hang nhat,40482000,2024-06-23 03:45:00,2024-10-29 04:45:00
MG0005203,LB001735,Pho thong,2810000,2023-09-08 07:45:00,2024-01-24 18:45:00
MG0005204,LB001735,Thuong gia,4572000,2023-10-31 07:45:00,2024-01-24 22:45:00
MG0005205,LB001735,Hang nhat,49299000,2023-11-30 07:45:00,2024-01-24 08:45:00
MG0005206,LB001736,Pho thong,2935000,2024-09-11 07:45:00,2024-10-19 08:45:00
MG0005207,LB001736,Thuong gia,6504000,2024-05-08 07:45:00,2024-10-19 11:45:00
MG0005208,LB001736,Hang nhat,49616000,2024-09-08 07:45:00,2024-10-19 13:45:00
MG0005209,LB001737,Pho thong,4226000,2023-11-27 07:00:00,2024-04-21 08:00:00
MG0005210,LB001737,Thuong gia,11811000,2023-10-27 07:00:00,2024-04-22 01:00:00
MG0005211,LB001737,Hang nhat,25081000,2024-01-20 07:00:00,2024-04-22 05:00:00
MG0005212,LB001738,Pho thong,2361000,2024-06-29 03:30:00,2024-12-06 20:30:00
MG0005213,LB001738,Thuong gia,12997000,2024-11-22 03:30:00,2024-12-06 19:30:00
MG0005214,LB001738,Hang nhat,12667000,2024-06-25 03:30:00,2024-12-06 19:30:00
MG0005215,LB001739,Pho thong,1033000,2024-01-15 13:30:00,2024-06-30 19:30:00
MG0005216,LB001739,Thuong gia,4254000,2024-03-19 13:30:00,2024-07-01 04:30:00
MG0005217,LB001739,Hang nhat,36760000,2024-04-29 13:30:00,2024-06-30 21:30:00
MG0005218,LB001740,Pho thong,3543000,2024-04-02 21:30:00,2024-06-02 17:30:00
MG0005219,LB001740,Thuong gia,13662000,2024-03-09 21:30:00,2024-06-02 20:30:00
MG0005220,LB001740,Hang nhat,16981000,2024-05-12 21:30:00,2024-06-02 08:30:00
MG0005221,LB001741,Pho thong,4095000,2023-10-27 08:45:00,2024-04-15 15:45:00
MG0005222,LB001741,Thuong gia,9851000,2023-10-27 08:45:00,2024-04-16 00:45:00
MG0005223,LB001741,Hang nhat,12530000,2023-12-14 08:45:00,2024-04-15 19:45:00
MG0005224,LB001742,Pho thong,2318000,2025-10-17 02:00:00,2025-12-29 00:00:00
MG0005225,LB001742,Thuong gia,14241000,2025-10-23 02:00:00,2025-12-28 20:00:00
MG0005226,LB001742,Hang nhat,13459000,2025-07-11 02:00:00,2025-12-28 14:00:00
MG0005227,LB001743,Pho thong,3178000,2024-03-20 10:15:00,2024-05-30 07:15:00
MG0005228,LB001743,Thuong gia,8139000,2023-12-07 10:15:00,2024-05-29 23:15:00
MG0005229,LB001743,Hang nhat,38836000,2024-05-23 10:15:00,2024-05-29 15:15:00
MG0005230,LB001744,Pho thong,2148000,2024-12-01 02:00:00,2025-05-03 07:00:00
MG0005231,LB001744,Thuong gia,12658000,2024-12-12 02:00:00,2025-05-03 14:00:00
MG0005232,LB001744,Hang nhat,42448000,2025-04-16 02:00:00,2025-05-04 01:00:00
MG0005233,LB001745,Pho thong,2625000,2024-10-05 04:00:00,2024-10-11 22:00:00
MG0005234,LB001745,Thuong gia,10473000,2024-08-30 04:00:00,2024-10-12 01:00:00
MG0005235,LB001745,Hang nhat,15438000,2024-04-26 04:00:00,2024-10-12 00:00:00
MG0005236,LB001746,Pho thong,2091000,2024-08-10 11:30:00,2025-01-29 06:30:00
MG0005237,LB001746,Thuong gia,8160000,2024-12-06 11:30:00,2025-01-28 12:30:00
MG0005238,LB001746,Hang nhat,31279000,2024-08-21 11:30:00,2025-01-28 20:30:00
MG0005239,LB001747,Pho thong,953000,2024-09-12 19:30:00,2025-02-27 06:30:00
MG0005240,LB001747,Thuong gia,3890000,2024-10-14 19:30:00,2025-02-27 12:30:00
MG0005241,LB001747,Hang nhat,19253000,2024-11-07 19:30:00,2025-02-27 03:30:00
MG0005242,LB001748,Pho thong,2639000,2025-02-09 15:45:00,2025-07-16 10:45:00
MG0005243,LB001748,Thuong gia,14510000,2025-04-05 15:45:00,2025-07-16 00:45:00
MG0005244,LB001748,Hang nhat,31788000,2025-02-16 15:45:00,2025-07-15 18:45:00
MG0005245,LB001749,Pho thong,4731000,2024-10-27 02:45:00,2025-01-27 05:45:00
MG0005246,LB001749,Thuong gia,4383000,2024-08-17 02:45:00,2025-01-27 19:45:00
MG0005247,LB001749,Hang nhat,22351000,2025-01-02 02:45:00,2025-01-27 15:45:00
MG0005248,LB001750,Pho thong,1779000,2024-08-02 22:00:00,2024-08-12 16:00:00
MG0005249,LB001750,Thuong gia,4453000,2024-07-03 22:00:00,2024-08-12 16:00:00
MG0005250,LB001750,Hang nhat,40984000,2024-07-23 22:00:00,2024-08-12 21:00:00
MG0005251,LB001751,Pho thong,4971000,2023-09-13 11:45:00,2024-01-18 02:45:00
MG0005252,LB001751,Thuong gia,8759000,2023-08-24 11:45:00,2024-01-18 01:45:00
MG0005253,LB001751,Hang nhat,26835000,2024-01-03 11:45:00,2024-01-18 06:45:00
MG0005254,LB001752,Pho thong,2086000,2024-07-30 11:15:00,2024-12-22 22:15:00
MG0005255,LB001752,Thuong gia,7811000,2024-08-03 11:15:00,2024-12-22 19:15:00
MG0005256,LB001752,Hang nhat,28006000,2024-07-27 11:15:00,2024-12-22 16:15:00
MG0005257,LB001753,Pho thong,4228000,2025-04-27 13:15:00,2025-07-17 23:15:00
MG0005258,LB001753,Thuong gia,11288000,2025-04-08 13:15:00,2025-07-17 23:15:00
MG0005259,LB001753,Hang nhat,11321000,2025-07-07 13:15:00,2025-07-18 02:15:00
MG0005260,LB001754,Pho thong,2122000,2024-02-04 03:15:00,2024-05-20 15:15:00
MG0005261,LB001754,Thuong gia,3452000,2024-03-23 03:15:00,2024-05-20 20:15:00
MG0005262,LB001754,Hang nhat,27065000,2024-02-10 03:15:00,2024-05-20 08:15:00
MG0005263,LB001755,Pho thong,1132000,2024-11-26 01:00:00,2025-01-14 10:00:00
MG0005264,LB001755,Thuong gia,9832000,2024-08-03 01:00:00,2025-01-14 20:00:00
MG0005265,LB001755,Hang nhat,18236000,2024-10-07 01:00:00,2025-01-14 14:00:00
MG0005266,LB001756,Pho thong,2757000,2025-03-04 05:00:00,2025-08-30 10:00:00
MG0005267,LB001756,Thuong gia,7197000,2025-08-26 05:00:00,2025-08-30 17:00:00
MG0005268,LB001756,Hang nhat,26541000,2025-07-18 05:00:00,2025-08-30 14:00:00
MG0005269,LB001757,Pho thong,1786000,2024-07-14 02:00:00,2024-09-06 16:00:00
MG0005270,LB001757,Thuong gia,6480000,2024-08-15 02:00:00,2024-09-06 06:00:00
MG0005271,LB001757,Hang nhat,25739000,2024-04-23 02:00:00,2024-09-06 06:00:00
MG0005272,LB001758,Pho thong,2625000,2024-04-21 15:15:00,2024-07-04 17:15:00
MG0005273,LB001758,Thuong gia,13496000,2024-04-17 15:15:00,2024-07-05 06:15:00
MG0005274,LB001758,Hang nhat,38361000,2024-04-19 15:15:00,2024-07-05 05:15:00
MG0005275,LB001759,Pho thong,1310000,2025-04-05 13:30:00,2025-04-25 17:30:00
MG0005276,LB001759,Thuong gia,5909000,2024-11-29 13:30:00,2025-04-25 17:30:00
MG0005277,LB001759,Hang nhat,28036000,2025-02-16 13:30:00,2025-04-25 18:30:00
MG0005278,LB001760,Pho thong,1908000,2024-04-09 01:00:00,2024-06-07 11:00:00
MG0005279,LB001760,Thuong gia,5694000,2024-01-23 01:00:00,2024-06-07 20:00:00
MG0005280,LB001760,Hang nhat,26805000,2024-01-06 01:00:00,2024-06-07 08:00:00
MG0005281,LB001761,Pho thong,4728000,2023-08-08 12:45:00,2024-01-11 12:45:00
MG0005282,LB001761,Thuong gia,5990000,2023-08-15 12:45:00,2024-01-12 08:45:00
MG0005283,LB001761,Hang nhat,27822000,2023-12-14 12:45:00,2024-01-11 17:45:00
MG0005284,LB001762,Pho thong,4414000,2024-09-03 18:30:00,2024-09-21 14:30:00
MG0005285,LB001762,Thuong gia,6616000,2024-09-07 18:30:00,2024-09-21 07:30:00
MG0005286,LB001762,Hang nhat,21483000,2024-05-09 18:30:00,2024-09-21 11:30:00
MG0005287,LB001763,Pho thong,2785000,2024-06-19 02:45:00,2024-10-04 15:45:00
MG0005288,LB001763,Thuong gia,3448000,2024-05-06 02:45:00,2024-10-04 21:45:00
MG0005289,LB001763,Hang nhat,21126000,2024-09-30 02:45:00,2024-10-04 16:45:00
MG0005290,LB001764,Pho thong,4701000,2023-11-06 07:45:00,2024-02-26 18:45:00
MG0005291,LB001764,Thuong gia,3655000,2024-01-18 07:45:00,2024-02-26 12:45:00
MG0005292,LB001764,Hang nhat,44986000,2024-02-17 07:45:00,2024-02-26 07:45:00
MG0005293,LB001765,Pho thong,1657000,2024-02-19 22:45:00,2024-03-20 18:45:00
MG0005294,LB001765,Thuong gia,13372000,2023-11-20 22:45:00,2024-03-20 09:45:00
MG0005295,LB001765,Hang nhat,23231000,2023-11-03 22:45:00,2024-03-20 15:45:00
MG0005296,LB001766,Pho thong,3133000,2024-11-21 12:15:00,2025-02-18 11:15:00
MG0005297,LB001766,Thuong gia,10314000,2024-10-28 12:15:00,2025-02-17 17:15:00
MG0005298,LB001766,Hang nhat,24420000,2025-01-29 12:15:00,2025-02-17 13:15:00
MG0005299,LB001767,Pho thong,3722000,2024-04-30 08:00:00,2024-07-17 23:00:00
MG0005300,LB001767,Thuong gia,4016000,2024-04-05 08:00:00,2024-07-18 00:00:00
MG0005301,LB001767,Hang nhat,45401000,2024-05-19 08:00:00,2024-07-18 06:00:00
MG0005302,LB001768,Pho thong,4281000,2024-09-22 00:15:00,2024-12-08 17:15:00
MG0005303,LB001768,Thuong gia,13296000,2024-10-27 00:15:00,2024-12-08 22:15:00
MG0005304,LB001768,Hang nhat,21710000,2024-10-18 00:15:00,2024-12-08 09:15:00
MG0005305,LB001769,Pho thong,3555000,2023-12-28 06:00:00,2024-03-06 23:00:00
MG0005306,LB001769,Thuong gia,10959000,2024-02-29 06:00:00,2024-03-06 22:00:00
MG0005307,LB001769,Hang nhat,39658000,2023-10-08 06:00:00,2024-03-06 13:00:00
MG0005308,LB001770,Pho thong,4291000,2024-02-01 20:00:00,2024-07-25 02:00:00
MG0005309,LB001770,Thuong gia,11494000,2024-07-14 20:00:00,2024-07-24 21:00:00
MG0005310,LB001770,Hang nhat,40131000,2024-06-16 20:00:00,2024-07-25 07:00:00
MG0005311,LB001771,Pho thong,1177000,2025-07-17 01:45:00,2025-07-31 04:45:00
MG0005312,LB001771,Thuong gia,13671000,2025-02-10 01:45:00,2025-07-31 10:45:00
MG0005313,LB001771,Hang nhat,17533000,2025-07-13 01:45:00,2025-07-31 16:45:00
MG0005314,LB001772,Pho thong,4334000,2024-10-31 00:30:00,2024-11-11 17:30:00
MG0005315,LB001772,Thuong gia,9439000,2024-10-26 00:30:00,2024-11-11 16:30:00
MG0005316,LB001772,Hang nhat,16479000,2024-08-08 00:30:00,2024-11-11 18:30:00
MG0005317,LB001773,Pho thong,2442000,2025-01-01 06:30:00,2025-05-26 16:30:00
MG0005318,LB001773,Thuong gia,11758000,2025-04-08 06:30:00,2025-05-26 19:30:00
MG0005319,LB001773,Hang nhat,15339000,2025-04-14 06:30:00,2025-05-26 23:30:00
MG0005320,LB001774,Pho thong,1372000,2024-03-31 22:00:00,2024-05-12 21:00:00
MG0005321,LB001774,Thuong gia,9883000,2024-04-05 22:00:00,2024-05-12 09:00:00
MG0005322,LB001774,Hang nhat,45113000,2024-04-12 22:00:00,2024-05-12 15:00:00
MG0005323,LB001775,Pho thong,1629000,2025-03-30 03:15:00,2025-05-29 19:15:00
MG0005324,LB001775,Thuong gia,3813000,2025-02-12 03:15:00,2025-05-29 12:15:00
MG0005325,LB001775,Hang nhat,46036000,2024-12-01 03:15:00,2025-05-29 05:15:00
MG0005326,LB001776,Pho thong,2638000,2025-01-04 18:00:00,2025-05-03 17:00:00
MG0005327,LB001776,Thuong gia,10316000,2025-01-11 18:00:00,2025-05-03 02:00:00
MG0005328,LB001776,Hang nhat,45946000,2025-02-01 18:00:00,2025-05-03 10:00:00
MG0005329,LB001777,Pho thong,3495000,2025-04-02 02:00:00,2025-04-18 17:00:00
MG0005330,LB001777,Thuong gia,14299000,2025-02-22 02:00:00,2025-04-18 23:00:00
MG0005331,LB001777,Hang nhat,33269000,2025-03-03 02:00:00,2025-04-18 02:00:00
MG0005332,LB001778,Pho thong,1787000,2025-09-20 20:15:00,2025-11-28 14:15:00
MG0005333,LB001778,Thuong gia,14015000,2025-10-01 20:15:00,2025-11-27 21:15:00
MG0005334,LB001778,Hang nhat,31607000,2025-10-23 20:15:00,2025-11-28 15:15:00
MG0005335,LB001779,Pho thong,4200000,2025-02-12 23:30:00,2025-06-12 04:30:00
MG0005336,LB001779,Thuong gia,11612000,2025-06-05 23:30:00,2025-06-12 08:30:00
MG0005337,LB001779,Hang nhat,12085000,2025-04-29 23:30:00,2025-06-12 13:30:00
MG0005338,LB001780,Pho thong,4220000,2024-09-27 19:45:00,2025-01-03 04:45:00
MG0005339,LB001780,Thuong gia,13597000,2024-09-17 19:45:00,2025-01-02 21:45:00
MG0005340,LB001780,Hang nhat,35688000,2024-09-04 19:45:00,2025-01-03 03:45:00
MG0005341,LB001781,Pho thong,4264000,2025-03-22 19:00:00,2025-09-17 08:00:00
MG0005342,LB001781,Thuong gia,12440000,2025-06-01 19:00:00,2025-09-16 23:00:00
MG0005343,LB001781,Hang nhat,12002000,2025-04-14 19:00:00,2025-09-17 10:00:00
MG0005344,LB001782,Pho thong,4464000,2024-01-05 00:15:00,2024-04-08 06:15:00
MG0005345,LB001782,Thuong gia,8630000,2023-12-16 00:15:00,2024-04-08 02:15:00
MG0005346,LB001782,Hang nhat,44888000,2024-02-29 00:15:00,2024-04-08 07:15:00
MG0005347,LB001783,Pho thong,2130000,2024-03-11 15:00:00,2024-03-30 10:00:00
MG0005348,LB001783,Thuong gia,7730000,2024-03-17 15:00:00,2024-03-30 02:00:00
MG0005349,LB001783,Hang nhat,20189000,2023-11-12 15:00:00,2024-03-29 16:00:00
MG0005350,LB001784,Pho thong,2839000,2024-02-03 02:30:00,2024-06-13 18:30:00
MG0005351,LB001784,Thuong gia,9881000,2024-01-03 02:30:00,2024-06-13 11:30:00
MG0005352,LB001784,Hang nhat,15200000,2024-05-23 02:30:00,2024-06-13 22:30:00
MG0005353,LB001785,Pho thong,3030000,2024-02-17 05:45:00,2024-03-13 01:45:00
MG0005354,LB001785,Thuong gia,11363000,2023-10-31 05:45:00,2024-03-12 21:45:00
MG0005355,LB001785,Hang nhat,34568000,2023-09-16 05:45:00,2024-03-12 05:45:00
MG0005356,LB001786,Pho thong,4391000,2024-10-05 20:15:00,2025-03-28 05:15:00
MG0005357,LB001786,Thuong gia,3433000,2024-11-21 20:15:00,2025-03-27 21:15:00
MG0005358,LB001786,Hang nhat,16042000,2024-10-15 20:15:00,2025-03-28 00:15:00
MG0005359,LB001787,Pho thong,2291000,2024-12-09 09:45:00,2025-01-06 10:45:00
MG0005360,LB001787,Thuong gia,13629000,2024-08-04 09:45:00,2025-01-06 09:45:00
MG0005361,LB001787,Hang nhat,16907000,2024-12-07 09:45:00,2025-01-07 05:45:00
MG0005362,LB001788,Pho thong,3943000,2024-04-03 14:30:00,2024-05-12 01:30:00
MG0005363,LB001788,Thuong gia,8453000,2024-03-07 14:30:00,2024-05-11 20:30:00
MG0005364,LB001788,Hang nhat,44286000,2024-03-29 14:30:00,2024-05-12 02:30:00
MG0005365,LB001789,Pho thong,2378000,2024-12-07 02:45:00,2025-01-16 22:45:00
MG0005366,LB001789,Thuong gia,12731000,2024-10-10 02:45:00,2025-01-16 04:45:00
MG0005367,LB001789,Hang nhat,46351000,2024-08-16 02:45:00,2025-01-16 19:45:00
MG0005368,LB001790,Pho thong,4900000,2025-11-26 01:00:00,2025-11-28 18:00:00
MG0005369,LB001790,Thuong gia,13527000,2025-09-12 01:00:00,2025-11-28 10:00:00
MG0005370,LB001790,Hang nhat,43625000,2025-11-22 01:00:00,2025-11-28 08:00:00
MG0005371,LB001791,Pho thong,1938000,2025-03-20 00:15:00,2025-07-27 23:15:00
MG0005372,LB001791,Thuong gia,13322000,2025-07-20 00:15:00,2025-07-27 23:15:00
MG0005373,LB001791,Hang nhat,37374000,2025-02-18 00:15:00,2025-07-27 07:15:00
MG0005374,LB001792,Pho thong,4110000,2024-05-21 18:45:00,2024-06-11 11:45:00
MG0005375,LB001792,Thuong gia,10487000,2024-02-15 18:45:00,2024-06-11 09:45:00
MG0005376,LB001792,Hang nhat,35386000,2024-04-23 18:45:00,2024-06-11 04:45:00
MG0005377,LB001793,Pho thong,3913000,2025-02-21 21:00:00,2025-04-18 01:00:00
MG0005378,LB001793,Thuong gia,5220000,2024-12-30 21:00:00,2025-04-18 12:00:00
MG0005379,LB001793,Hang nhat,41792000,2024-12-09 21:00:00,2025-04-18 10:00:00
MG0005380,LB001794,Pho thong,1445000,2025-05-19 14:00:00,2025-06-30 19:00:00
MG0005381,LB001794,Thuong gia,7191000,2025-03-13 14:00:00,2025-07-01 01:00:00
MG0005382,LB001794,Hang nhat,15353000,2025-06-07 14:00:00,2025-06-30 18:00:00
MG0005383,LB001795,Pho thong,3846000,2024-08-24 13:15:00,2025-02-09 18:15:00
MG0005384,LB001795,Thuong gia,6430000,2024-12-29 13:15:00,2025-02-09 18:15:00
MG0005385,LB001795,Hang nhat,18735000,2025-01-20 13:15:00,2025-02-09 23:15:00
MG0005386,LB001796,Pho thong,3981000,2024-11-05 19:45:00,2024-12-16 08:45:00
MG0005387,LB001796,Thuong gia,8231000,2024-07-18 19:45:00,2024-12-16 11:45:00
MG0005388,LB001796,Hang nhat,26344000,2024-08-17 19:45:00,2024-12-15 22:45:00
MG0005389,LB001797,Pho thong,4009000,2024-10-30 01:15:00,2025-04-09 03:15:00
MG0005390,LB001797,Thuong gia,7524000,2025-02-20 01:15:00,2025-04-09 11:15:00
MG0005391,LB001797,Hang nhat,30575000,2025-01-12 01:15:00,2025-04-09 05:15:00
MG0005392,LB001798,Pho thong,1617000,2024-06-08 18:00:00,2024-11-23 14:00:00
MG0005393,LB001798,Thuong gia,9460000,2024-10-24 18:00:00,2024-11-22 21:00:00
MG0005394,LB001798,Hang nhat,32956000,2024-11-10 18:00:00,2024-11-23 09:00:00
MG0005395,LB001799,Pho thong,4239000,2024-11-06 13:45:00,2025-01-05 10:45:00
MG0005396,LB001799,Thuong gia,4132000,2024-12-12 13:45:00,2025-01-05 08:45:00
MG0005397,LB001799,Hang nhat,39967000,2024-11-19 13:45:00,2025-01-05 01:45:00
MG0005398,LB001800,Pho thong,2364000,2023-09-13 21:45:00,2024-01-23 22:45:00
MG0005399,LB001800,Thuong gia,8006000,2023-12-13 21:45:00,2024-01-24 03:45:00
MG0005400,LB001800,Hang nhat,45745000,2023-09-16 21:45:00,2024-01-24 11:45:00
MG0005401,LB001801,Pho thong,2172000,2024-02-26 04:00:00,2024-03-25 11:00:00
MG0005402,LB001801,Thuong gia,6712000,2023-11-02 04:00:00,2024-03-25 15:00:00
MG0005403,LB001801,Hang nhat,10038000,2024-01-05 04:00:00,2024-03-25 06:00:00
MG0005404,LB001802,Pho thong,4698000,2025-09-19 14:45:00,2025-12-29 19:45:00
MG0005405,LB001802,Thuong gia,9293000,2025-08-22 14:45:00,2025-12-29 17:45:00
MG0005406,LB001802,Hang nhat,23092000,2025-10-26 14:45:00,2025-12-29 21:45:00
MG0005407,LB001803,Pho thong,4772000,2024-06-12 05:00:00,2024-09-21 19:00:00
MG0005408,LB001803,Thuong gia,4425000,2024-06-09 05:00:00,2024-09-21 05:00:00
MG0005409,LB001803,Hang nhat,21848000,2024-05-31 05:00:00,2024-09-21 22:00:00
MG0005410,LB001804,Pho thong,1392000,2024-09-12 05:15:00,2024-10-30 09:15:00
MG0005411,LB001804,Thuong gia,3901000,2024-07-09 05:15:00,2024-10-30 23:15:00
MG0005412,LB001804,Hang nhat,37607000,2024-09-12 05:15:00,2024-10-30 19:15:00
MG0005413,LB001805,Pho thong,3369000,2025-06-18 22:15:00,2025-07-02 16:15:00
MG0005414,LB001805,Thuong gia,6377000,2025-02-13 22:15:00,2025-07-02 18:15:00
MG0005415,LB001805,Hang nhat,28842000,2025-02-25 22:15:00,2025-07-02 19:15:00
MG0005416,LB001806,Pho thong,4267000,2025-07-03 18:45:00,2025-12-10 13:45:00
MG0005417,LB001806,Thuong gia,11288000,2025-08-25 18:45:00,2025-12-09 23:45:00
MG0005418,LB001806,Hang nhat,37932000,2025-11-13 18:45:00,2025-12-10 01:45:00
MG0005419,LB001807,Pho thong,1721000,2025-08-03 06:00:00,2025-09-03 04:00:00
MG0005420,LB001807,Thuong gia,3251000,2025-05-13 06:00:00,2025-09-02 16:00:00
MG0005421,LB001807,Hang nhat,10085000,2025-03-08 06:00:00,2025-09-02 07:00:00
MG0005422,LB001808,Pho thong,3942000,2024-11-23 21:30:00,2024-11-27 14:30:00
MG0005423,LB001808,Thuong gia,9528000,2024-07-09 21:30:00,2024-11-27 14:30:00
MG0005424,LB001808,Hang nhat,22871000,2024-10-07 21:30:00,2024-11-27 20:30:00
MG0005425,LB001809,Pho thong,1935000,2024-05-17 15:30:00,2024-05-31 09:30:00
MG0005426,LB001809,Thuong gia,11517000,2024-01-14 15:30:00,2024-05-30 21:30:00
MG0005427,LB001809,Hang nhat,43698000,2024-02-28 15:30:00,2024-05-31 01:30:00
MG0005428,LB001810,Pho thong,4069000,2023-07-28 14:15:00,2024-01-03 16:15:00
MG0005429,LB001810,Thuong gia,8413000,2023-07-29 14:15:00,2024-01-04 12:15:00
MG0005430,LB001810,Hang nhat,42905000,2023-08-18 14:15:00,2024-01-04 08:15:00
MG0005431,LB001811,Pho thong,1545000,2023-12-17 01:15:00,2024-04-08 17:15:00
MG0005432,LB001811,Thuong gia,10313000,2023-11-16 01:15:00,2024-04-08 08:15:00
MG0005433,LB001811,Hang nhat,42582000,2023-12-30 01:15:00,2024-04-08 18:15:00
MG0005434,LB001812,Pho thong,2212000,2025-03-28 05:45:00,2025-07-12 12:45:00
MG0005435,LB001812,Thuong gia,7772000,2025-06-11 05:45:00,2025-07-12 23:45:00
MG0005436,LB001812,Hang nhat,32086000,2025-06-14 05:45:00,2025-07-12 15:45:00
MG0005437,LB001813,Pho thong,1597000,2025-10-27 18:00:00,2025-11-26 15:00:00
MG0005438,LB001813,Thuong gia,13801000,2025-06-07 18:00:00,2025-11-26 11:00:00
MG0005439,LB001813,Hang nhat,36921000,2025-06-21 18:00:00,2025-11-26 14:00:00
MG0005440,LB001814,Pho thong,4570000,2024-06-30 16:00:00,2024-11-10 04:00:00
MG0005441,LB001814,Thuong gia,8722000,2024-07-12 16:00:00,2024-11-09 23:00:00
MG0005442,LB001814,Hang nhat,29720000,2024-11-02 16:00:00,2024-11-10 00:00:00
MG0005443,LB001815,Pho thong,3973000,2025-01-31 13:30:00,2025-02-26 23:30:00
MG0005444,LB001815,Thuong gia,10618000,2024-11-22 13:30:00,2025-02-27 12:30:00
MG0005445,LB001815,Hang nhat,42529000,2024-10-10 13:30:00,2025-02-26 16:30:00
MG0005446,LB001816,Pho thong,1335000,2024-10-04 03:15:00,2024-12-08 07:15:00
MG0005447,LB001816,Thuong gia,4401000,2024-07-04 03:15:00,2024-12-08 13:15:00
MG0005448,LB001816,Hang nhat,48797000,2024-07-31 03:15:00,2024-12-08 15:15:00
MG0005449,LB001817,Pho thong,3710000,2025-04-01 19:15:00,2025-07-20 01:15:00
MG0005450,LB001817,Thuong gia,11813000,2025-04-19 19:15:00,2025-07-20 13:15:00
MG0005451,LB001817,Hang nhat,25632000,2025-07-13 19:15:00,2025-07-19 20:15:00
MG0005452,LB001818,Pho thong,2415000,2025-08-01 22:45:00,2025-11-06 04:45:00
MG0005453,LB001818,Thuong gia,12953000,2025-09-21 22:45:00,2025-11-06 03:45:00
MG0005454,LB001818,Hang nhat,18166000,2025-09-29 22:45:00,2025-11-06 07:45:00
MG0005455,LB001819,Pho thong,2170000,2023-11-03 02:00:00,2024-04-10 15:00:00
MG0005456,LB001819,Thuong gia,8222000,2023-11-06 02:00:00,2024-04-10 04:00:00
MG0005457,LB001819,Hang nhat,39527000,2023-10-29 02:00:00,2024-04-10 11:00:00
MG0005458,LB001820,Pho thong,1926000,2024-03-10 15:00:00,2024-04-16 00:00:00
MG0005459,LB001820,Thuong gia,7944000,2023-12-14 15:00:00,2024-04-15 19:00:00
MG0005460,LB001820,Hang nhat,40579000,2023-11-14 15:00:00,2024-04-16 12:00:00
MG0005461,LB001821,Pho thong,891000,2023-09-07 21:30:00,2024-02-03 05:30:00
MG0005462,LB001821,Thuong gia,11232000,2024-01-31 21:30:00,2024-02-03 11:30:00
MG0005463,LB001821,Hang nhat,24078000,2023-09-26 21:30:00,2024-02-03 03:30:00
MG0005464,LB001822,Pho thong,1958000,2024-10-31 17:45:00,2025-04-10 04:45:00
MG0005465,LB001822,Thuong gia,12624000,2024-11-28 17:45:00,2025-04-09 21:45:00
MG0005466,LB001822,Hang nhat,28482000,2025-01-20 17:45:00,2025-04-10 03:45:00
MG0005467,LB001823,Pho thong,4764000,2024-02-21 11:45:00,2024-05-06 18:45:00
MG0005468,LB001823,Thuong gia,11797000,2024-02-07 11:45:00,2024-05-06 22:45:00
MG0005469,LB001823,Hang nhat,21719000,2023-12-19 11:45:00,2024-05-06 22:45:00
MG0005470,LB001824,Pho thong,2018000,2024-03-18 16:30:00,2024-08-17 07:30:00
MG0005471,LB001824,Thuong gia,10680000,2024-08-12 16:30:00,2024-08-16 18:30:00
MG0005472,LB001824,Hang nhat,48594000,2024-05-06 16:30:00,2024-08-17 05:30:00
MG0005473,LB001825,Pho thong,2474000,2025-01-26 21:15:00,2025-02-28 15:15:00
MG0005474,LB001825,Thuong gia,7803000,2024-10-31 21:15:00,2025-02-28 08:15:00
MG0005475,LB001825,Hang nhat,43595000,2024-10-07 21:15:00,2025-02-28 20:15:00
MG0005476,LB001826,Pho thong,4301000,2023-12-10 04:30:00,2024-01-26 10:30:00
MG0005477,LB001826,Thuong gia,3007000,2023-10-25 04:30:00,2024-01-26 20:30:00
MG0005478,LB001826,Hang nhat,42180000,2023-09-08 04:30:00,2024-01-26 06:30:00
MG0005479,LB001827,Pho thong,3600000,2025-06-11 10:30:00,2025-09-06 00:30:00
MG0005480,LB001827,Thuong gia,10140000,2025-04-18 10:30:00,2025-09-05 14:30:00
MG0005481,LB001827,Hang nhat,49794000,2025-05-05 10:30:00,2025-09-05 10:30:00
MG0005482,LB001828,Pho thong,4934000,2025-03-01 12:15:00,2025-07-22 22:15:00
MG0005483,LB001828,Thuong gia,14105000,2025-05-21 12:15:00,2025-07-23 07:15:00
MG0005484,LB001828,Hang nhat,11890000,2025-03-28 12:15:00,2025-07-23 11:15:00
MG0005485,LB001829,Pho thong,2249000,2025-06-18 13:15:00,2025-08-13 15:15:00
MG0005486,LB001829,Thuong gia,10106000,2025-05-04 13:15:00,2025-08-14 09:15:00
MG0005487,LB001829,Hang nhat,18132000,2025-03-12 13:15:00,2025-08-13 16:15:00
MG0005488,LB001830,Pho thong,1208000,2024-11-14 10:15:00,2025-02-16 00:15:00
MG0005489,LB001830,Thuong gia,14745000,2024-12-09 10:15:00,2025-02-15 19:15:00
MG0005490,LB001830,Hang nhat,27953000,2024-08-27 10:15:00,2025-02-15 20:15:00
MG0005491,LB001831,Pho thong,4632000,2024-04-23 16:00:00,2024-05-08 16:00:00
