MaLich,MaNV,VaiTro
LB001486,NV001620,Phi cong phu
LB001486,NV001347,Tiep vien truong
LB001486,NV001173,Tiep vien
LB001486,NV001060,Tiep vien
LB001487,NV000566,Phi cong chinh
LB001487,NV000414,Phi cong phu
LB001487,NV001745,Tiep vien truong
LB001487,NV000103,Tiep vien
LB001487,NV001528,Tiep vien
LB001487,NV000478,Tiep vien
LB001488,NV001782,Phi cong chinh
LB001488,NV001214,Phi cong phu
LB001488,NV000250,Tiep vien truong
LB001488,NV001595,Tiep vien
LB001488,NV000780,Tiep vien
LB001488,NV000900,Tiep vien
LB001489,NV001012,Phi cong chinh
LB001489,NV000008,Phi cong phu
LB001489,NV000632,Tiep vien truong
LB001489,NV000500,Tiep vien
LB001489,NV000332,Tiep vien
LB001489,NV001367,Tiep vien
LB001490,NV000259,Phi cong chinh
LB001490,NV001548,Phi cong phu
LB001490,NV001952,Tiep vien truong
LB001490,NV001386,Tiep vien
LB001490,NV001311,Tiep vien
LB001491,NV000522,Phi cong chinh
LB001491,NV001111,Phi cong phu
LB001491,NV001680,Tiep vien truong
LB001491,NV000539,Tiep vien
LB001491,NV000733,Tiep vien
LB001491,NV000156,Tiep vien
LB001492,NV000461,Phi cong chinh
LB001492,NV000281,Phi cong phu
LB001492,NV001736,Tiep vien truong
LB001492,NV001233,Tiep vien
LB001493,NV001210,Phi cong chinh
LB001493,NV000415,Phi cong phu
LB001493,NV001705,Tiep vien truong
LB001493,NV000132,Tiep vien
LB001494,NV000155,Phi cong chinh
LB001494,NV001630,Phi cong phu
LB001494,NV000749,Tiep vien truong
LB001494,NV000542,Tiep vien
LB001494,NV001130,Tiep vien
LB001495,NV000577,Phi cong chinh
LB001495,NV000811,Phi cong phu
LB001495,NV001946,Tiep vien truong
LB001495,NV001176,Tiep vien
LB001495,NV000132,Tiep vien
LB001495,NV000300,Tiep vien
LB001496,NV001843,Phi cong chinh
LB001496,NV000151,Phi cong phu
LB001496,NV000468,Tiep vien truong
LB001496,NV000416,Tiep vien
LB001496,NV000078,Tiep vien
LB001496,NV001254,Tiep vien
LB001497,NV001256,Phi cong chinh
LB001497,NV000296,Phi cong phu
LB001497,NV000631,Tiep vien truong
LB001497,NV001826,Tiep vien
LB001498,NV001074,Phi cong chinh
LB001498,NV001431,Phi cong phu
LB001498,NV000846,Tiep vien truong
LB001498,NV001082,Tiep vien
LB001498,NV000513,Tiep vien
LB001498,NV001909,Tiep vien
LB001499,NV001686,Phi cong chinh
LB001499,NV000772,Phi cong phu
LB001499,NV001996,Tiep vien truong
LB001499,NV000312,Tiep vien
LB001500,NV000772,Phi cong chinh
LB001500,NV000528,Phi cong phu
LB001500,NV000635,Tiep vien truong
LB001500,NV001874,Tiep vien
LB001501,NV000998,Phi cong chinh
LB001501,NV000474,Phi cong phu
LB001501,NV000592,Tiep vien truong
LB001501,NV000213,Tiep vien
LB001501,NV001228,Tiep vien
LB001502,NV001414,Phi cong chinh
LB001502,NV001151,Phi cong phu
LB001502,NV001133,Tiep vien truong
LB001502,NV000395,Tiep vien
LB001503,NV000518,Phi cong chinh
LB001503,NV001503,Phi cong phu
LB001503,NV000471,Tiep vien truong
LB001503,NV000999,Tiep vien
LB001503,NV000961,Tiep vien
LB001504,NV000323,Phi cong chinh
LB001504,NV001094,Phi cong phu
LB001504,NV000504,Tiep vien truong
LB001504,NV001607,Tiep vien
LB001504,NV000934,Tiep vien
LB001504,NV000708,Tiep vien
LB001505,NV000475,Phi cong chinh
LB001505,NV000811,Phi cong phu
LB001505,NV000085,Tiep vien truong
LB001505,NV001745,Tiep vien
LB001506,NV001378,Phi cong chinh
LB001506,NV000171,Phi cong phu
LB001506,NV000369,Tiep vien truong
LB001506,NV000318,Tiep vien
LB001506,NV001213,Tiep vien
LB001507,NV001094,Phi cong chinh
LB001507,NV001012,Phi cong phu
LB001507,NV001949,Tiep vien truong
LB001507,NV000891,Tiep vien
LB001508,NV000522,Phi cong chinh
LB001508,NV000692,Phi cong phu
LB001508,NV000412,Tiep vien truong
LB001508,NV001624,Tiep vien
LB001508,NV001557,Tiep vien
LB001508,NV000455,Tiep vien
LB001509,NV001391,Phi cong chinh
LB001509,NV001338,Phi cong phu
LB001509,NV000246,Tiep vien truong
LB001509,NV001060,Tiep vien
LB001510,NV001282,Phi cong chinh
LB001510,NV001177,Phi cong phu
LB001510,NV001514,Tiep vien truong
LB001510,NV001232,Tiep vien
LB001511,NV001104,Phi cong chinh
LB001511,NV000628,Phi cong phu
LB001511,NV001862,Tiep vien truong
LB001511,NV001102,Tiep vien
LB001512,NV001833,Phi cong chinh
LB001512,NV000572,Phi cong phu
LB001512,NV000848,Tiep vien truong
LB001512,NV001129,Tiep vien
LB001513,NV001398,Phi cong chinh
LB001513,NV000524,Phi cong phu
LB001513,NV000400,Tiep vien truong
LB001513,NV001476,Tiep vien
LB001513,NV000019,Tiep vien
LB001513,NV001077,Tiep vien
LB001514,NV000117,Phi cong chinh
LB001514,NV000107,Phi cong phu
LB001514,NV001869,Tiep vien truong
LB001514,NV001975,Tiep vien
LB001514,NV001302,Tiep vien
LB001515,NV000093,Phi cong chinh
LB001515,NV001030,Phi cong phu
LB001515,NV001015,Tiep vien truong
LB001515,NV001242,Tiep vien
LB001515,NV001759,Tiep vien
LB001515,NV000287,Tiep vien
LB001516,NV001084,Phi cong chinh
LB001516,NV001206,Phi cong phu
LB001516,NV000238,Tiep vien truong
LB001516,NV001434,Tiep vien
LB001517,NV001864,Phi cong chinh
LB001517,NV000043,Phi cong phu
LB001517,NV001866,Tiep vien truong
LB001517,NV001047,Tiep vien
LB001517,NV000583,Tiep vien
LB001517,NV000364,Tiep vien
LB001518,NV000875,Phi cong chinh
LB001518,NV000692,Phi cong phu
LB001518,NV001641,Tiep vien truong
LB001518,NV000255,Tiep vien
LB001519,NV000048,Phi cong chinh
LB001519,NV001140,Phi cong phu
LB001519,NV000786,Tiep vien truong
LB001519,NV000422,Tiep vien
LB001519,NV001772,Tiep vien
LB001519,NV001193,Tiep vien
LB001520,NV001382,Phi cong chinh
LB001520,NV001850,Phi cong phu
LB001520,NV000067,Tiep vien truong
LB001520,NV001178,Tiep vien
LB001520,NV001207,Tiep vien
LB001520,NV001981,Tiep vien
LB001521,NV000327,Phi cong chinh
LB001521,NV001754,Phi cong phu
LB001521,NV000484,Tiep vien truong
LB001521,NV000957,Tiep vien
LB001521,NV001592,Tiep vien
LB001522,NV001111,Phi cong chinh
LB001522,NV001754,Phi cong phu
LB001522,NV000007,Tiep vien truong
LB001522,NV001595,Tiep vien
LB001522,NV000200,Tiep vien
LB001522,NV000995,Tiep vien
LB001523,NV001708,Phi cong chinh
LB001523,NV000807,Phi cong phu
LB001523,NV000091,Tiep vien truong
LB001523,NV000770,Tiep vien
LB001523,NV001096,Tiep vien
LB001523,NV001928,Tiep vien
LB001524,NV000617,Phi cong chinh
LB001524,NV001731,Phi cong phu
LB001524,NV001390,Tiep vien truong
LB001524,NV001480,Tiep vien
LB001524,NV000538,Tiep vien
LB001524,NV001736,Tiep vien
LB001525,NV000210,Phi cong chinh
LB001525,NV001564,Phi cong phu
LB001525,NV001872,Tiep vien truong
LB001525,NV000161,Tiep vien
LB001525,NV001326,Tiep vien
LB001526,NV001681,Phi cong chinh
LB001526,NV000889,Phi cong phu
LB001526,NV000318,Tiep vien truong
LB001526,NV000992,Tiep vien
LB001527,NV000892,Phi cong chinh
LB001527,NV001116,Phi cong phu
LB001527,NV000116,Tiep vien truong
LB001527,NV000947,Tiep vien
LB001527,NV000948,Tiep vien
LB001527,NV000467,Tiep vien
LB001528,NV001632,Phi cong chinh
LB001528,NV001348,Phi cong phu
LB001528,NV000188,Tiep vien truong
LB001528,NV001444,Tiep vien
LB001528,NV001791,Tiep vien
LB001528,NV001983,Tiep vien
LB001529,NV000476,Phi cong chinh
LB001529,NV000327,Phi cong phu
LB001529,NV000641,Tiep vien truong
LB001529,NV001386,Tiep vien
LB001529,NV000325,Tiep vien
LB001530,NV001636,Phi cong chinh
LB001530,NV001139,Phi cong phu
LB001530,NV001928,Tiep vien truong
LB001530,NV001486,Tiep vien
LB001530,NV001770,Tiep vien
LB001530,NV000542,Tiep vien
LB001531,NV001864,Phi cong chinh
LB001531,NV001849,Phi cong phu
LB001531,NV000830,Tiep vien truong
LB001531,NV000914,Tiep vien
LB001532,NV000601,Phi cong chinh
LB001532,NV001221,Phi cong phu
LB001532,NV001091,Tiep vien truong
LB001532,NV000733,Tiep vien
LB001532,NV000159,Tiep vien
LB001532,NV000178,Tiep vien
LB001533,NV000896,Phi cong chinh
LB001533,NV000828,Phi cong phu
LB001533,NV001255,Tiep vien truong
LB001533,NV001285,Tiep vien
LB001533,NV001361,Tiep vien
LB001534,NV000308,Phi cong chinh
LB001534,NV001121,Phi cong phu
LB001534,NV001370,Tiep vien truong
LB001534,NV001722,Tiep vien
LB001534,NV001371,Tiep vien
LB001534,NV000760,Tiep vien
LB001535,NV001084,Phi cong chinh
LB001535,NV001564,Phi cong phu
LB001535,NV001713,Tiep vien truong
LB001535,NV001747,Tiep vien
LB001535,NV000186,Tiep vien
LB001536,NV000442,Phi cong chinh
LB001536,NV001094,Phi cong phu
LB001536,NV000235,Tiep vien truong
LB001536,NV001004,Tiep vien
LB001537,NV000424,Phi cong chinh
LB001537,NV000679,Phi cong phu
LB001537,NV000311,Tiep vien truong
LB001537,NV000432,Tiep vien
LB001538,NV000627,Phi cong chinh
LB001538,NV000281,Phi cong phu
LB001538,NV000399,Tiep vien truong
LB001538,NV001277,Tiep vien
LB001538,NV000403,Tiep vien
LB001538,NV000531,Tiep vien
LB001539,NV001268,Phi cong chinh
LB001539,NV001587,Phi cong phu
LB001539,NV000761,Tiep vien truong
LB001539,NV001075,Tiep vien
LB001540,NV001694,Phi cong chinh
LB001540,NV001309,Phi cong phu
LB001540,NV001233,Tiep vien truong
LB001540,NV000899,Tiep vien
LB001541,NV001022,Phi cong chinh
LB001541,NV001074,Phi cong phu
LB001541,NV001638,Tiep vien truong
LB001541,NV000059,Tiep vien
LB001541,NV000759,Tiep vien
LB001541,NV000494,Tiep vien
LB001542,NV000176,Phi cong chinh
LB001542,NV000066,Phi cong phu
LB001542,NV001336,Tiep vien truong
LB001542,NV001638,Tiep vien
LB001543,NV000811,Phi cong chinh
LB001543,NV000987,Phi cong phu
LB001543,NV000891,Tiep vien truong
LB001543,NV001669,Tiep vien
LB001543,NV001639,Tiep vien
LB001543,NV000847,Tiep vien
LB001544,NV001151,Phi cong chinh
LB001544,NV001431,Phi cong phu
LB001544,NV001759,Tiep vien truong
LB001544,NV001367,Tiep vien
LB001544,NV001412,Tiep vien
LB001544,NV001160,Tiep vien
LB001545,NV001094,Phi cong chinh
LB001545,NV000711,Phi cong phu
LB001545,NV000364,Tiep vien truong
LB001545,NV000788,Tiep vien
LB001545,NV000456,Tiep vien
LB001545,NV000693,Tiep vien
LB001546,NV000528,Phi cong chinh
LB001546,NV001145,Phi cong phu
LB001546,NV000755,Tiep vien truong
LB001546,NV001978,Tiep vien
LB001546,NV000144,Tiep vien
LB001547,NV000359,Phi cong chinh
LB001547,NV000845,Phi cong phu
LB001547,NV001179,Tiep vien truong
LB001547,NV000438,Tiep vien
LB001547,NV001577,Tiep vien
LB001548,NV000383,Phi cong chinh
LB001548,NV001766,Phi cong phu
LB001548,NV000750,Tiep vien truong
LB001548,NV000480,Tiep vien
LB001548,NV000467,Tiep vien
LB001548,NV001790,Tiep vien
LB001549,NV001714,Phi cong chinh
LB001549,NV001672,Phi cong phu
LB001549,NV000422,Tiep vien truong
LB001549,NV000640,Tiep vien
LB001550,NV000296,Phi cong chinh
LB001550,NV000114,Phi cong phu
LB001550,NV001479,Tiep vien truong
LB001550,NV000347,Tiep vien
LB001550,NV001146,Tiep vien
LB001551,NV000594,Phi cong chinh
LB001551,NV000895,Phi cong phu
LB001551,NV000533,Tiep vien truong
LB001551,NV001446,Tiep vien
LB001552,NV001757,Phi cong chinh
LB001552,NV000093,Phi cong phu
LB001552,NV000818,Tiep vien truong
LB001552,NV000893,Tiep vien
LB001552,NV000399,Tiep vien
LB001552,NV000959,Tiep vien
LB001553,NV001079,Phi cong chinh
LB001553,NV001307,Phi cong phu
LB001553,NV001372,Tiep vien truong
LB001553,NV000780,Tiep vien
LB001554,NV000308,Phi cong chinh
LB001554,NV000080,Phi cong phu
LB001554,NV001281,Tiep vien truong
LB001554,NV001972,Tiep vien
LB001554,NV000395,Tiep vien
LB001555,NV001094,Phi cong chinh
LB001555,NV000748,Phi cong phu
LB001555,NV000017,Tiep vien truong
LB001555,NV001875,Tiep vien
LB001556,NV001323,Phi cong chinh
LB001556,NV001234,Phi cong phu
LB001556,NV001640,Tiep vien truong
LB001556,NV001775,Tiep vien
LB001556,NV000768,Tiep vien
LB001557,NV001134,Phi cong chinh
LB001557,NV000680,Phi cong phu
LB001557,NV001693,Tiep vien truong
LB001557,NV000397,Tiep vien
LB001557,NV001457,Tiep vien
LB001557,NV001859,Tiep vien
LB001558,NV001069,Phi cong chinh
LB001558,NV000813,Phi cong phu
LB001558,NV000324,Tiep vien truong
LB001558,NV001866,Tiep vien
LB001558,NV001242,Tiep vien
LB001558,NV000116,Tiep vien
LB001559,NV000329,Phi cong chinh
LB001559,NV001689,Phi cong phu
LB001559,NV000331,Tiep vien truong
LB001559,NV000793,Tiep vien
LB001559,NV000069,Tiep vien
LB001559,NV001032,Tiep vien
LB001560,NV001548,Phi cong chinh
LB001560,NV000522,Phi cong phu
LB001560,NV000925,Tiep vien truong
LB001560,NV000274,Tiep vien
LB001560,NV000847,Tiep vien
LB001561,NV000160,Phi cong chinh
LB001561,NV001497,Phi cong phu
LB001561,NV000505,Tiep vien truong
LB001561,NV001494,Tiep vien
LB001561,NV001361,Tiep vien
LB001561,NV000602,Tiep vien
LB001562,NV001930,Phi cong chinh
LB001562,NV001894,Phi cong phu
LB001562,NV000507,Tiep vien truong
LB001562,NV000065,Tiep vien
LB001562,NV000238,Tiep vien
LB001563,NV001303,Phi cong chinh
LB001563,NV001078,Phi cong phu
LB001563,NV001706,Tiep vien truong
LB001563,NV000248,Tiep vien
LB001563,NV001318,Tiep vien
LB001563,NV001015,Tiep vien
LB001564,NV000461,Phi cong chinh
LB001564,NV001190,Phi cong phu
LB001564,NV001540,Tiep vien truong
LB001564,NV001542,Tiep vien
LB001564,NV001317,Tiep vien
LB001565,NV000160,Phi cong chinh
LB001565,NV001672,Phi cong phu
LB001565,NV001024,Tiep vien truong
LB001565,NV000399,Tiep vien
LB001565,NV001807,Tiep vien
LB001566,NV001031,Phi cong chinh
LB001566,NV000895,Phi cong phu
LB001566,NV000959,Tiep vien truong
LB001566,NV000034,Tiep vien
LB001566,NV000749,Tiep vien
LB001567,NV000828,Phi cong chinh
LB001567,NV000842,Phi cong phu
LB001567,NV001164,Tiep vien truong
LB001567,NV001444,Tiep vien
LB001567,NV000248,Tiep vien
LB001568,NV000518,Phi cong chinh
LB001568,NV001810,Phi cong phu
LB001568,NV001884,Tiep vien truong
LB001568,NV001072,Tiep vien
LB001568,NV001150,Tiep vien
LB001569,NV000679,Phi cong chinh
LB001569,NV000389,Phi cong phu
LB001569,NV001092,Tiep vien truong
LB001569,NV001859,Tiep vien
LB001569,NV001070,Tiep vien
LB001569,NV000380,Tiep vien
LB001570,NV001415,Phi cong chinh
LB001570,NV001456,Phi cong phu
LB001570,NV000393,Tiep vien truong
LB001570,NV000538,Tiep vien
LB001571,NV000711,Phi cong chinh
LB001571,NV001137,Phi cong phu
LB001571,NV000876,Tiep vien truong
LB001571,NV000186,Tiep vien
LB001571,NV001512,Tiep vien
LB001571,NV001940,Tiep vien
LB001572,NV000906,Phi cong chinh
LB001572,NV000225,Phi cong phu
LB001572,NV001055,Tiep vien truong
LB001572,NV001627,Tiep vien
LB001573,NV000622,Phi cong chinh
LB001573,NV001005,Phi cong phu
LB001573,NV001430,Tiep vien truong
LB001573,NV001204,Tiep vien
LB001574,NV001761,Phi cong chinh
LB001574,NV001376,Phi cong phu
LB001574,NV000514,Tiep vien truong
LB001574,NV000485,Tiep vien
LB001575,NV000920,Phi cong chinh
LB001575,NV000680,Phi cong phu
LB001575,NV001269,Tiep vien truong
LB001575,NV000127,Tiep vien
LB001575,NV000782,Tiep vien
LB001575,NV001501,Tiep vien
LB001576,NV000711,Phi cong chinh
LB001576,NV001202,Phi cong phu
LB001576,NV001876,Tiep vien truong
LB001576,NV001207,Tiep vien
LB001576,NV000605,Tiep vien
LB001576,NV000074,Tiep vien
LB001577,NV001954,Phi cong chinh
LB001577,NV000006,Phi cong phu
LB001577,NV000695,Tiep vien truong
LB001577,NV000778,Tiep vien
LB001578,NV001620,Phi cong chinh
LB001578,NV001613,Phi cong phu
LB001578,NV000345,Tiep vien truong
LB001578,NV001657,Tiep vien
LB001578,NV001692,Tiep vien
LB001579,NV000679,Phi cong chinh
LB001579,NV001010,Phi cong phu
LB001579,NV001271,Tiep vien truong
LB001579,NV001740,Tiep vien
LB001580,NV001630,Phi cong chinh
LB001580,NV000571,Phi cong phu
LB001580,NV000335,Tiep vien truong
LB001580,NV001966,Tiep vien
LB001581,NV000627,Phi cong chinh
LB001581,NV001202,Phi cong phu
LB001581,NV001533,Tiep vien truong
LB001581,NV001904,Tiep vien
LB001582,NV000885,Phi cong chinh
LB001582,NV001404,Phi cong phu
LB001582,NV001458,Tiep vien truong
LB001582,NV001133,Tiep vien
LB001582,NV000686,Tiep vien
LB001583,NV001587,Phi cong chinh
LB001583,NV001698,Phi cong phu
LB001583,NV001750,Tiep vien truong
LB001583,NV000335,Tiep vien
LB001583,NV000961,Tiep vien
LB001584,NV001250,Phi cong chinh
LB001584,NV001827,Phi cong phu
LB001584,NV000047,Tiep vien truong
LB001584,NV000690,Tiep vien
LB001584,NV000425,Tiep vien
LB001584,NV001487,Tiep vien
LB001585,NV000169,Phi cong chinh
LB001585,NV000358,Phi cong phu
LB001585,NV001201,Tiep vien truong
LB001585,NV001747,Tiep vien
LB001585,NV000368,Tiep vien
LB001586,NV000872,Phi cong chinh
LB001586,NV000389,Phi cong phu
LB001586,NV000716,Tiep vien truong
LB001586,NV000937,Tiep vien
LB001587,NV001012,Phi cong chinh
LB001587,NV001613,Phi cong phu
LB001587,NV000145,Tiep vien truong
LB001587,NV000756,Tiep vien
LB001587,NV000759,Tiep vien
LB001588,NV001292,Phi cong chinh
LB001588,NV001620,Phi cong phu
LB001588,NV001324,Tiep vien truong
LB001588,NV000504,Tiep vien
LB001589,NV001894,Phi cong chinh
LB001589,NV001587,Phi cong phu
LB001589,NV001966,Tiep vien truong
LB001589,NV000277,Tiep vien
LB001590,NV001456,Phi cong chinh
LB001590,NV001864,Phi cong phu
LB001590,NV001393,Tiep vien truong
LB001590,NV000834,Tiep vien
LB001591,NV000734,Phi cong chinh
LB001591,NV001697,Phi cong phu
LB001591,NV000712,Tiep vien truong
LB001591,NV001736,Tiep vien
LB001591,NV001760,Tiep vien
LB001592,NV001707,Phi cong chinh
LB001592,NV000885,Phi cong phu
LB001592,NV001374,Tiep vien truong
LB001592,NV001485,Tiep vien
LB001593,NV000845,Phi cong chinh
LB001593,NV000350,Phi cong phu
LB001593,NV000372,Tiep vien truong
LB001593,NV001333,Tiep vien
LB001594,NV000646,Phi cong chinh
LB001594,NV000896,Phi cong phu
LB001594,NV001060,Tiep vien truong
LB001594,NV000884,Tiep vien
LB001594,NV000425,Tiep vien
LB001595,NV000268,Phi cong chinh
LB001595,NV000519,Phi cong phu
LB001595,NV001293,Tiep vien truong
LB001595,NV000597,Tiep vien
LB001596,NV000442,Phi cong chinh
LB001596,NV001960,Phi cong phu
LB001596,NV001560,Tiep vien truong
LB001596,NV001742,Tiep vien
LB001596,NV001359,Tiep vien
LB001596,NV001370,Tiep vien
LB001597,NV001766,Phi cong chinh
LB001597,NV001329,Phi cong phu
LB001597,NV001940,Tiep vien truong
LB001597,NV000325,Tiep vien
LB001597,NV001077,Tiep vien
LB001597,NV001199,Tiep vien
LB001598,NV000205,Phi cong chinh
LB001598,NV000296,Phi cong phu
LB001598,NV000047,Tiep vien truong
LB001598,NV001243,Tiep vien
LB001599,NV000839,Phi cong chinh
LB001599,NV000728,Phi cong phu
LB001599,NV000942,Tiep vien truong
LB001599,NV000380,Tiep vien
LB001599,NV001148,Tiep vien
LB001599,NV001530,Tiep vien
LB001600,NV001282,Phi cong chinh
LB001600,NV001891,Phi cong phu
LB001600,NV000457,Tiep vien truong
LB001600,NV001791,Tiep vien
LB001600,NV000785,Tiep vien
LB001601,NV000086,Phi cong chinh
LB001601,NV001849,Phi cong phu
LB001601,NV000602,Tiep vien truong
LB001601,NV000353,Tiep vien
LB001602,NV001727,Phi cong chinh
LB001602,NV000337,Phi cong phu
LB001602,NV000611,Tiep vien truong
LB001602,NV000790,Tiep vien
LB001602,NV000346,Tiep vien
LB001602,NV000542,Tiep vien
LB001603,NV000317,Phi cong chinh
LB001603,NV000206,Phi cong phu
LB001603,NV001744,Tiep vien truong
LB001603,NV001959,Tiep vien
LB001603,NV000320,Tiep vien
LB001604,NV000205,Phi cong chinh
LB001604,NV000057,Phi cong phu
LB001604,NV001943,Tiep vien truong
LB001604,NV001112,Tiep vien
LB001604,NV000127,Tiep vien
LB001605,NV000462,Phi cong chinh
LB001605,NV000276,Phi cong phu
LB001605,NV001680,Tiep vien truong
LB001605,NV001320,Tiep vien
LB001606,NV001431,Phi cong chinh
LB001606,NV000171,Phi cong phu
LB001606,NV000333,Tiep vien truong
LB001606,NV000675,Tiep vien
LB001606,NV000132,Tiep vien
LB001607,NV000179,Phi cong chinh
LB001607,NV000710,Phi cong phu
LB001607,NV000030,Tiep vien truong
LB001607,NV001935,Tiep vien
LB001607,NV000279,Tiep vien
LB001607,NV000344,Tiep vien
LB001608,NV001483,Phi cong chinh
LB001608,NV000489,Phi cong phu
LB001608,NV000514,Tiep vien truong
LB001608,NV000484,Tiep vien
LB001608,NV001705,Tiep vien
LB001608,NV000911,Tiep vien
LB001609,NV000086,Phi cong chinh
LB001609,NV000229,Phi cong phu
LB001609,NV001907,Tiep vien truong
LB001609,NV000735,Tiep vien
LB001610,NV001398,Phi cong chinh
LB001610,NV000839,Phi cong phu
LB001610,NV000421,Tiep vien truong
LB001610,NV001284,Tiep vien
LB001610,NV002000,Tiep vien
LB001611,NV001817,Phi cong chinh
LB001611,NV001515,Phi cong phu
LB001611,NV001304,Tiep vien truong
LB001611,NV001466,Tiep vien
LB001612,NV000181,Phi cong chinh
LB001612,NV000263,Phi cong phu
LB001612,NV001959,Tiep vien truong
LB001612,NV000038,Tiep vien
LB001612,NV001365,Tiep vien
LB001612,NV000578,Tiep vien
LB001613,NV001779,Phi cong chinh
LB001613,NV000446,Phi cong phu
LB001613,NV000456,Tiep vien truong
LB001613,NV001935,Tiep vien
LB001613,NV001380,Tiep vien
LB001614,NV000008,Phi cong chinh
LB001614,NV001804,Phi cong phu
LB001614,NV000561,Tiep vien truong
LB001614,NV001302,Tiep vien
LB001615,NV001757,Phi cong chinh
LB001615,NV001137,Phi cong phu
LB001615,NV001760,Tiep vien truong
LB001615,NV001510,Tiep vien
LB001615,NV000484,Tiep vien
LB001616,NV001068,Phi cong chinh
LB001616,NV001676,Phi cong phu
LB001616,NV000479,Tiep vien truong
LB001616,NV000919,Tiep vien
LB001617,NV000918,Phi cong chinh
LB001617,NV001030,Phi cong phu
LB001617,NV001324,Tiep vien truong
LB001617,NV000615,Tiep vien
LB001618,NV000982,Phi cong chinh
LB001618,NV000281,Phi cong phu
LB001618,NV000344,Tiep vien truong
LB001618,NV001218,Tiep vien
LB001618,NV000312,Tiep vien
LB001619,NV001268,Phi cong chinh
LB001619,NV000323,Phi cong phu
LB001619,NV001958,Tiep vien truong
LB001619,NV000937,Tiep vien
LB001619,NV001773,Tiep vien
LB001620,NV000679,Phi cong chinh
LB001620,NV001343,Phi cong phu
LB001620,NV000116,Tiep vien truong
LB001620,NV000237,Tiep vien
LB001620,NV000848,Tiep vien
LB001620,NV001274,Tiep vien
LB001621,NV000296,Phi cong chinh
LB001621,NV000924,Phi cong phu
LB001621,NV001182,Tiep vien truong
LB001621,NV001536,Tiep vien
LB001621,NV001872,Tiep vien
LB001622,NV000728,Phi cong chinh
LB001622,NV001698,Phi cong phu
LB001622,NV000610,Tiep vien truong
LB001622,NV001425,Tiep vien
LB001622,NV001048,Tiep vien
LB001623,NV000680,Phi cong chinh
LB001623,NV001033,Phi cong phu
LB001623,NV000196,Tiep vien truong
LB001623,NV001237,Tiep vien
LB001624,NV001689,Phi cong chinh
LB001624,NV000894,Phi cong phu
LB001624,NV000037,Tiep vien truong
LB001624,NV001715,Tiep vien
LB001625,NV001190,Phi cong chinh
LB001625,NV001676,Phi cong phu
LB001625,NV001017,Tiep vien truong
LB001625,NV001138,Tiep vien
LB001626,NV001282,Phi cong chinh
LB001626,NV001658,Phi cong phu
LB001626,NV000245,Tiep vien truong
LB001626,NV000335,Tiep vien
LB001626,NV000390,Tiep vien
LB001626,NV001016,Tiep vien
LB001627,NV000973,Phi cong chinh
LB001627,NV001727,Phi cong phu
LB001627,NV000295,Tiep vien truong
LB001627,NV001884,Tiep vien
LB001627,NV000453,Tiep vien
LB001627,NV000183,Tiep vien
LB001628,NV000889,Phi cong chinh
LB001628,NV000472,Phi cong phu
LB001628,NV000520,Tiep vien truong
LB001628,NV001526,Tiep vien
LB001628,NV001038,Tiep vien
LB001629,NV000308,Phi cong chinh
LB001629,NV000552,Phi cong phu
LB001629,NV001845,Tiep vien truong
LB001629,NV001281,Tiep vien
LB001629,NV000736,Tiep vien
LB001630,NV001892,Phi cong chinh
LB001630,NV001769,Phi cong phu
LB001630,NV001519,Tiep vien truong
LB001630,NV000716,Tiep vien
LB001630,NV001940,Tiep vien
LB001630,NV001635,Tiep vien
LB001631,NV000968,Phi cong chinh
LB001631,NV000872,Phi cong phu
LB001631,NV001693,Tiep vien truong
LB001631,NV001540,Tiep vien
LB001631,NV001041,Tiep vien
LB001632,NV001151,Phi cong chinh
LB001632,NV001244,Phi cong phu
LB001632,NV000397,Tiep vien truong
LB001632,NV001972,Tiep vien
LB001632,NV001178,Tiep vien
LB001633,NV000276,Phi cong chinh
LB001633,NV000308,Phi cong phu
LB001633,NV001266,Tiep vien truong
LB001633,NV001278,Tiep vien
LB001633,NV000620,Tiep vien
LB001634,NV001587,Phi cong chinh
LB001634,NV000322,Phi cong phu
LB001634,NV000288,Tiep vien truong
LB001634,NV001874,Tiep vien
LB001635,NV000155,Phi cong chinh
LB001635,NV000181,Phi cong phu
LB001635,NV001722,Tiep vien truong
LB001635,NV000074,Tiep vien
LB001635,NV000473,Tiep vien
LB001636,NV000920,Phi cong chinh
LB001636,NV001488,Phi cong phu
LB001636,NV000847,Tiep vien truong
LB001636,NV000406,Tiep vien
LB001636,NV000783,Tiep vien
LB001636,NV001582,Tiep vien
LB001637,NV001569,Phi cong chinh
LB001637,NV000260,Phi cong phu
LB001637,NV001682,Tiep vien truong
LB001637,NV001922,Tiep vien
LB001638,NV001268,Phi cong chinh
LB001638,NV001894,Phi cong phu
LB001638,NV001218,Tiep vien truong
LB001638,NV000521,Tiep vien
LB001638,NV000761,Tiep vien
LB001639,NV001665,Phi cong chinh
LB001639,NV001210,Phi cong phu
LB001639,NV001302,Tiep vien truong
LB001639,NV000694,Tiep vien
LB001639,NV001390,Tiep vien
LB001640,NV000826,Phi cong chinh
LB001640,NV001307,Phi cong phu
LB001640,NV000050,Tiep vien truong
LB001640,NV001963,Tiep vien
LB001640,NV000085,Tiep vien
LB001640,NV001110,Tiep vien
LB001641,NV000299,Phi cong chinh
LB001641,NV000921,Phi cong phu
LB001641,NV000814,Tiep vien truong
